t(s),Total solute volume 1,Total retention volume 1
0.1,3749719969724703.0,3766231474968908.0
0.20500000000000002,5689018114558530.0,5717957936854702.0
0.31525000000000003,7195030961496163.0,7237787210541345.0
0.4310125,8493577903870317.0,8552265627491724.0
0.552563125,9668792066128362.0,9745849346316444.0
0.6801912812500001,1.076242940831288e+16,1.0860538449302732e+16
0.8142008453125001,1.17986872770135e+16,1.1920757256317088e+16
0.9549108875781251,1.2793034956632764e+16,1.2942203543663852e+16
1.1026564319570316,1.375606053641398e+16,1.3935702878214546e+16
1.2577892535548831,1.4695385871628276e+16,1.4909127172359758e+16
1.4206787162326273,1.5616715144300616e+16,1.5868445266047688e+16
1.5917126520442588,1.6524451724034684e+16,1.6818341112306404e+16
1.771298284646472,1.7422082001285474e+16,1.7762598616930196e+16
1.9598631988787958,1.8312425240287476e+16,1.8704352361071876e+16
2.1578563588227357,1.9197802353678744e+16,1.9646257206310996e+16
2.3657491767638725,2.008015348261786e+16,2.0590606726067492e+16
2.5840366356020663,2.0961122066257076e+16,2.153941819027721e+16
2.8132384673821695,2.18421162827326e+16,2.2494495020681536e+16
3.053900390751278,2.2724354785855988e+16,2.34574736720759e+16
3.306595410288842,2.3608901272780756e+16,2.442985950300952e+16
3.5719251808032846,2.449669093029455e+16,2.541305470840914e+16
3.850521439843449,2.538855085608315e+16,2.640838043060457e+16
4.143047511835621,2.628521592925505e+16,2.7417094536825812e+16
4.450199887427402,2.7187341190013736e+16,2.8440406128907812e+16
4.7727098817987725,2.8095511507845372e+16,2.9479487561402796e+16
5.111345375888711,2.901024912474889e+16,3.053548454223181e+16
5.4669126446831475,2.993201952499463e+16,3.1609524746679388e+16
5.8402582769173055,3.0861235985859508e+16,3.2702725272384644e+16
6.232271190763171,3.179826309142621e+16,3.3816199187748604e+16
6.64388475030133,3.274341943499198e+16,3.4951061370651812e+16
7.076078987816397,3.369697968929954e+16,3.610843379293991e+16
7.529882937207217,3.465917618451019e+16,3.728945037492101e+16
8.006377084067578,3.563020010018527e+16,3.8495261510391656e+16
8.506695938270958,3.66102023492398e+16,3.972703834454088e+16
9.032030735184506,3.759929420909145e+16,4.09859768730802e+16
9.583632271943731,3.859754773822818e+16,4.227330192009746e+16
10.162813885540919,3.960499600492985e+16,4.359027104368875e+16
10.770954579817966,4.062163314821826e+16,4.493817841184667e+16
11.409502308808865,4.164741428812175e+16,4.631835868594056e+16
12.079977424249309,4.268225530180487e+16,4.773219094512083e+16
12.783976295461775,4.372603248282471e+16,4.9181102681875544e+16
13.523175110234865,4.47785821018821e+16,5.066657389657007e+16
14.29933386574661,4.583969988840896e+16,5.21901413169822e+16
15.114300559033941,4.690911910353841e+16,5.3753402775130584e+16
15.970015586985639,4.798658902279051e+16,5.535802173833765e+16
16.868516366334923,4.907176848986666e+16,5.700573205341089e+16
17.81194218465167,5.016428235482728e+16,5.86983429035333e+16
18.802539293884255,5.126371386573972e+16,6.043774400665055e+16
19.84266625857847,5.236960258904182e+16,6.222591107761113e+16
20.93479957150739,5.348144353392522e+16,6.406491157661972e+16
22.08153955008276,5.459868664088943e+16,6.595691076672025e+16
23.2856165275869,5.5720736450030936e+16,6.790417810324319e+16
24.549897353966244,5.684695191846265e+16,6.990909397848803e+16
25.877392221664557,5.797664639615696e+16,7.197415684533298e+16
27.271261832747786,5.910908778039882e+16,7.410199074393966e+16
28.734824924385176,6.024349887223586e+16,7.629535325622518e+16
30.271566170604437,6.137905795940144e+16,7.855714391326749e+16
31.88514447913466,6.2514899650587144e+16,8.089041308127605e+16
33.57940170309139,6.365011598602276e+16,8.329837135220112e+16
35.35837178824596,6.478375784909919e+16,8.578439946541019e+16
37.22629037765826,6.591483670323808e+16,8.83520587871709e+16
39.187604896541174,6.70423266772889e+16,9.100510237489155e+16
41.246985141368235,6.816516702139783e+16,9.374748665317298e+16
43.40933439843665,6.928226495343922e+16,9.658338372872686e+16
45.67980111835848,7.039249891370218e+16,9.9517194371058e+16
48.06379117427641,7.149472224249198e+16,1.0255356168553224e+17
50.56698073299023,7.258776729160818e+16,1.05697385504973e+17
53.19532976963975,7.367044997621891e+16,1.0895383752532326e+17
55.95509625812174,7.474157476844661e+16,1.1232837721007669e+17
58.85285107102783,7.579994012795854e+16,1.158267684872039e+17
61.895493624579224,7.684434435803642e+16,1.1945509726110872e+17
65.0902683058082,7.787359186796587e+16,1.2321978976081085e+17
68.44478172109861,7.888649981416696e+16,1.2712763174403336e+17
71.96702080715355,7.988190508339966e+16,1.3118578857525221e+17
75.66537184751122,8.085867157165274e+16,1.3540182619402669e+17
79.54864043988678,8.181569770217256e+16,1.397837329881706e+17
83.62607246188112,8.275192411565608e+16,1.4433994258458122e+17
87.90737608497518,8.366634145517202e+16,1.4907935756889264e+17
92.40274488922395,8.455799815819005e+16,1.54011374143679e+17
97.12288213368515,8.542600815848632e+16,1.5914590773376848e+17
102.07902624036942,8.626955839205469e+16,1.644934195465109e+17
107.28297755238789,8.708791599393032e+16,1.700649440946498e+17
112.74712643000728,8.78804350673832e+16,1.758721176899517e+17
118.48448275150766,8.864656290380694e+16,1.8192720791708573e+17
124.50870688908304,8.938584553118821e+16,1.882431440995496e+17
130.8341422335372,9.009793247169952e+16,1.9483354877282304e+17
137.47584934521407,9.078258059510526e+16,2.0171277018453776e+17
144.4496418124748,9.143965696447547e+16,2.0889591584735203e+17
151.77212390309853,9.206914058437557e+16,2.163988871774138e+17
159.46073009825346,9.267112297913378e+16,2.242384152598486e+17
167.53376660316616,9.324580754987845e+16,2.3243209779250742e+17
176.01045493332447,9.37935076832791e+16,2.4099843727016006e+17
184.9109776799907,9.431464361185038e+16,2.4995688048316086e+17
194.25652656399023,9.480973805438026e+16,2.593278594172245e+17
