t(s),Average T volume 1,Flux surface 1: solute,Flux surface 2: solute,Total solute volume 1,Total retention volume 1,Total 1 volume 1,Total 2 volume 1,Total 3 volume 1,Total 4 volume 1,Total 5 volume 1,Total 6 volume 1
1.0,370.0000000000028,-5.367877972739548e+19,-1.3936489633994082e-164,1685572972217943.5,7.237942342749349e+17,1935232416553770.5,4.6081368358944646e+17,1.0245989157122142e+17,5.122999957714521e+16,8.805821179028893e+16,1.7611642358061256e+16
1.9523809523809523,370.0000000000028,-5.402681242939745e+19,-2.3323527863879697e-163,2590766949584089.0,1.0816612237675112e+18,2867767443431569.5,6.834030176895596e+17,1.5195369039884688e+17,7.597692691537778e+16,1.373908786422549e+17,2.7478175728456652e+16
2.8594104308390023,370.0000000000028,-5.412935494542328e+19,-2.0280870760691346e-162,3284810378412423.0,1.3294769813085363e+18,3514927145280060.5,8.370891410200701e+17,1.861250525729837e+17,9.306262588521091e+16,1.7200035358880995e+17,3.4400070717769196e+16
3.7232480293704784,370.0000000000028,-5.417452411700684e+19,-1.2200448964012186e-161,3833533125337579.5,1.5264725093782858e+18,4029925187464711.5,9.59331720240684e+17,2.133050673571551e+17,1.066526474758332e+17,1.994330133265029e+17,3.988660266530901e+16
4.630277507828528,370.0000000000028,-5.420253317336781e+19,-8.704349767133008e-161,4322818226439477.5,1.7079121797461486e+18,4502738123488226.5,1.0720054141113665e+18,2.3835866596600074e+17,1.1917946098346358e+17,2.2461923527948326e+17,4.4923847055906296e+16
5.582658460209481,370.0000000000028,-5.422261392082169e+19,-7.188768219354834e-160,4777571489728975.0,1.8792987682112963e+18,4947903852074351.0,1.178480693927214e+18,2.6203514793507674e+17,1.3101771646638587e+17,2.483664454506704e+17,4.967328909014501e+16
6.582658460209481,370.0000000000028,-5.4238165945299845e+19,-6.586989477639413e-159,5210775628121657.0,2.043702161547283e+18,5374025748149899.0,1.28063811036302e+18,2.8475227899934154e+17,1.4237629666497837e+17,2.711255617863824e+17,5.422511235728854e+16
7.6326584602094805,370.0000000000028,-5.425077111365613e+19,-6.404454599824167e-158,5629498033719737.0,2.2030898356535572e+18,5786637451141770.0,1.379688523743353e+18,3.0677902301289715e+17,1.5338968339603155e+17,2.9318039168033235e+17,5.863607833607978e+16
8.73515846020948,370.0000000000028,-5.426129852338061e+19,-6.386358832353523e-157,6037979469936780.0,2.358839994730233e+18,6189517214605276.0,1.476483911139737e+18,3.2830468207466784e+17,1.6415252768402534e+17,3.147261476227052e+17,6.294522952455562e+16
9.892783460209479,370.0000000000028,-5.4270284079899165e+19,-6.397387945139543e-156,6439109738502818.0,2.5119753554744617e+18,6585400424612358.0,1.57165803217385e+18,3.494701179541003e+17,1.7473526043846928e+17,3.359061956207603e+17,6.7181239124167864e+16
