t(s),Total solute volume 1,Total retention volume 1,Total 1 volume 1,Total 2 volume 1,Total 3 volume 1,Total 4 volume 1,Total 5 volume 1,Total 6 volume 1
0.1,1390364305082634.2,4522349373840332.0,1040967157064613.5,2091017911693084.5,0.0,0.0,0.0,-7.577716622845604e-138
0.202,1493739951840585.5,8150371110242140.0,1118364860674244.1,2246491505752002.8,546452015360.01794,2609415888701.3115,135636766822582.27,3152982157248665.5
0.30604000000000003,1476158846341486.2,1.1890870483241234e+16,1105201884386774.0,2220050859531340.5,1090835617961.6874,5209660902481.928,273360799481515.38,6809797596979687.0
0.41216080000000005,1461065724908388.8,1.5728900863904782e+16,1093901643014551.4,2197351701441909.5,1635754911536.858,7812482849760.974,411240781376952.5,1.055589277540169e+16
0.5204040160000001,1452403435731391.2,1.9654424651331424e+16,1087416173709065.0,2184324118086738.2,2189873303073.7896,10459256768912.373,551393216173023.1,1.436623857755921e+16
0.6308120963200001,1447110468894265.0,2.3664222213796172e+16,1083453321207141.0,2176363800641144.0,2754874274140.005,13158035247767.918,694282361985672.0,1.824709935154603e+16
0.7434283382464002,1443593072700365.2,2.7757702673595972e+16,1080819841203104.8,2171073839185935.5,3331182763610.582,15910852005972.074,840025837903435.6,2.220294804783355e+16
0.8582969050113283,1441104146153015.5,3.1935345991317776e+16,1078956378011359.9,2167330636727762.0,3919062224666.649,18718967851701.504,988693246210163.2,2.6236623554139096e+16
0.9754628431115548,1439260006064331.8,3.619814190713549e+16,1077575667434681.5,2164557155866755.0,4518750322717.763,21583520144175.484,1140346124676708.8,3.0350300682626116e+16
1.094972099973786,1437844931944591.8,4.054735931502416e+16,1076516199210743.1,2162428965453513.2,5130480445759.367,24505625760502.383,1295044366365002.5,3.454588874584407e+16
1.2168715419732616,1436728817781902.2,4.498443890855532e+16,1075680562768937.4,2160750393572426.8,5754487877704.132,27486410650909.918,1452848055636747.0,3.882519018026673e+16
1.3412089728127268,1435828788743578.5,4.951093837406188e+16,1075006709594937.8,2159396801268990.0,6391012119173.609,30527020958036.836,1613818180193528.0,4.318996986118359e+16
1.4680331522689813,1435089693265136.5,5.412850244545494e+16,1074453347627702.1,2158285243778668.2,7040297799331.247,33628627392469.41,1778016928431704.5,4.764198830715991e+16
1.597393815314361,1434473485370622.8,5.883884569298721e+16,1073991991786452.8,2157358502151347.5,7702595031795.52,36792426946080.414,1945507817318868.0,5.218301887438204e+16
1.729341691620648,1433953117218313.2,6.364374225824554e+16,1073602391310339.0,2156575897994025.0,8378159553322.329,40019643564192.59,2116355749957755.0,5.681485729864759e+16
1.863928525453061,1433508861525022.0,6.8545019580495144e+16,1073269776351893.5,2155907762610102.2,9067252783428.58,43311528438202.7,2290627044583625.5,6.153932735420287e+16
2.001207095962122,1433126009963869.8,7.354455452002176e+16,1072983134763943.0,2155331975523052.2,9770141861515.275,46669360189698.85,2468389452894687.5,6.635828444482502e+16
2.1412312378813647,1432793384276774.5,7.864427097722725e+16,1072734097367255.6,2154831725275855.2,10487099684096.71,50094445054541.25,2649712175415812.0,7.127361805015284e+16
2.284055862638992,1432502345107261.2,8.384613847731288e+16,1072516195862146.1,2154394018772935.8,11218404950457.396,53588117106941.805,2834665877136430.5,7.628725351837672e+16
2.4297369798917723,1432246115389280.0,8.915217139770726e+16,1072324356248652.2,2154008663696097.5,11964342219084.66,57151738534927.64,3023322704690090.5,8.14011534769292e+16
2.578331719489608,1432019308102744.8,9.456442863559918e+16,1072154545256375.8,2153667558276168.2,12725201974821.533,60786699967036.03,3215756305473506.5,8.661731901654843e+16
2.7298983538794,1431817590094751.8,1.0008501358495184e+17,1072003518646919.6,2153364185699531.2,13501280705822.252,64494420845927.84,3412041848731686.0,9.19377907402272e+16
2.884496320956988,1431637438491302.0,1.057160743367814e+17,1071868638838960.5,2153093247765423.5,14292880989182.436,68276349843582.93,3612256048490420.5,9.736464973236253e+16
3.0421862473761276,1431475961362234.8,1.1145980404458286e+17,1071747740639811.6,2152850395176334.2,15100311584169.398,72133965312980.66,3816477188173985.0,1.0290001848233328e+17
3.2030299723236504,1431330763770620.8,1.1731844141499374e+17,1071639030956399.4,2152632026084040.0,15923887532121.29,76068775771845.83,4024785146746248.0,1.0854606178413251e+17
3.3670905717701234,1431199846397841.5,1.232942712958273e+17,1071541012895696.8,2152435133627533.8,16763930262245.031,80082320414804.62,4237261426230884.5,1.1430498762599837e+17
3.5344323832055258,1431081527895306.5,1.2938962534172805e+17,1071452427629335.9,2152257189154495.5,17620767702693.195,84176169651008.53,4453989180489121.0,1.2017904807920606e+17
3.7051210308696363,1430974384750739.5,1.3560688274327816e+17,1071372209371406.1,2152096051783650.5,18494734396427.836,88351925664894.12,4675053245155622.0,1.2617054019215541e+17
3.879223451487029,1430877204243593.0,1.4194847100926912e+17,1071299450156091.4,2151949897652395.2,19386171621486.266,92611222998256.39,4900540168653138.0,1.3228180689394416e+17
4.0568079205167695,1430788947293993.2,1.4841686679460557e+17,1071233372022627.2,2151817164043771.5,20295427515350.04,96955729152221.33,5130538244223592.0,1.3851523791035405e+17
4.237944078927105,1430709224532321.5,1.5501459616184595e+17,1071173683449165.4,2151697265365549.2,21222864703798.504,101387181015837.23,5365139331470204.0,1.4487326661130912e+17
4.422702960505647,1430636167130411.8,1.617442374187997e+17,1071118985241537.9,2151587391012800.2,22168829482998.766,105907237758260.4,5604431537792411.0,1.5135838727038125e+17
