t(s),Total solute volume 1,Total retention volume 1,Total 1 volume 1,Total 2 volume 1,Total 3 volume 1,Total 4 volume 1,Total 5 volume 1
0.1,3786533418330099.0,3803207891884101.0,16674473553999.465,0.0,0.0,0.0,0.0
0.202,1039856933385276.2,1.8479556934860188e+16,4579102378098.341,17216173872183.602,123281579121427.72,3247090741009027.5,1.4047532405094162e+16
0.30604000000000003,910791405980458.0,3.512803636719795e+16,4010575421634.1045,30459725639661.453,218392363846684.66,6009734085118480.0,2.795464821119101e+16
0.41216080000000005,880085517480944.6,5.247820070536008e+16,3875354076361.711,44589567547393.16,319776629166930.4,8778571885236122.0,4.2451301751852344e+16
0.5204040160000001,864597533363520.6,7.0307963591893384e+16,3807150992365.3105,58990752222075.12,423135533104632.4,1.1571097560773718e+16,5.738633506143705e+16
0.6308120963200001,855067516622428.1,8.856495980652253e+16,3765184691868.2964,73657288515801.67,528405643679444.1,1.4397582857142558e+16,7.270648131587037e+16
0.7434283382464002,848591318302792.0,1.072334883966513e+17,3736666212974.988,88602008749213.3,635679984228597.9,1.7265906666406912e+16,8.839097175275077e+16
0.8582969050113283,843906259985655.9,1.2630892313948842e+17,3716035187826.591,103835935275377.11,745039033274056.1,2.018172863004147e+16,1.0443069724572402e+17
0.9754628431115548,840365925868133.2,1.457913583844713e+17,3700445054984.7827,119368278314652.19,856550055793842.0,2.3149288811084156e+16,1.2082208486835555e+17
1.094972099973786,837602176709314.9,1.6568346086020154e+17,3688274677877.626,135207044240462.4,970271503095842.9,2.617182640776079e+16,1.3756486545371725e+17
1.2168715419732616,835389339715998.2,1.859895032765332e+17,3678530286199.0923,151359571700042.22,1086256943820383.6,2.9251926917995264e+16,1.5466089197301517e+17
1.3412089728127268,833581195231687.4,2.0671485055625408e+17,3670567989288.5425,167832843722104.66,1204557351363273.5,3.239174923238939e+16,1.7211345936555827e+17
1.4680331522689813,832078812042722.4,2.2786565894618746e+17,3663952135460.998,184633673655860.22,1325222467228667.5,3.559317534299711e+16,1.899268846981276e+17
1.597393815314361,830812874940338.1,2.494486891900997e+17,3658377489683.0547,201768817216694.7,1448301623395959.5,3.885790955244848e+16,2.081062379446084e+17
1.729341691620648,829733396069139.6,2.7147118575254515e+17,3653623926540.6724,219245041414954.6,1573844248939088.0,4.218754448273874e+16,2.2665716495945667e+17
1.863928525453061,828803437513081.5,2.939407963515365e+17,3649528787090.264,237069168028460.94,1701900190177684.5,4.558360519811833e+16,2.4558576882891213e+17
2.001207095962122,827995129569922.4,3.168655170962438e+17,3645969344989.897,255248101806121.3,1832519918955834.8,4.904757888851227e+16,2.648985290880549e+17
2.1412312378813647,827287060989824.1,3.402536544353153e+17,3642851314198.147,273788849362038.3,1965754672702521.0,5.258093501731022e+16,2.84602245983637e+17
2.284055862638992,826662519680564.1,3.641137984588915e+17,3640101101776.6206,292698532303224.6,2101656552240136.0,5.618513915844529e+16,3.0470400159512064e+17
2.4297369798917723,826108277412643.8,3.8845480406192314e+17,3637660456241.9873,311984396732734.6,2240278593045931.2,5.986166264099054e+16,3.2521113249328506e+17
2.578331719489608,825613732111186.2,4.132857776731105e+17,3635482690581.02,331653820444407.56,2381674819623060.5,6.3611989392863096e+16,3.4613121042537805e+17
2.7298983538794,825170290898392.8,4.386160680044902e+17,3633529965430.189,351714318631227.8,2525900289015829.5,6.7437620899857144e+16,3.674720286761224e+17
2.884496320956988,824770918705315.9,4.644552597599722e+17,3631771301353.0127,372173548628757.56,2673011127300317.5,7.134007988587562e+16,3.892415925081608e+17
3.0421862473761276,824409802932909.9,4.908131695594491e+17,3630181102149.4824,393039314029525.5,2823064561520252.0,7.532091311759613e+16,4.114481125822681e+17
3.2030299723236504,824082100856484.1,5.176998435491467e+17,3628738042532.562,414319568387867.25,2976118948684175.5,7.938169360416427e+16,4.341000005890113e+17
3.3670905717701234,823783746947602.5,5.451255563155102e+17,3627424219655.725,436022418660679.44,3132233802896485.5,8.352402237526683e+16,4.5720586654751885e+17
3.5344323832055258,823511304200871.4,5.7310081082210515e+17,3626224498419.4224,458156128481751.44,3291469821344130.0,8.774952996316266e+16,4.807745173804172e+17
3.7051210308696363,823261848198876.8,6.016363391613025e+17,3625126000942.444,480729121336075.0,3453888909631132.0,9.20598776756624e+16,5.048149564804734e+17
3.879223451487029,823032875823705.5,6.307431039644301e+17,3624117704566.3877,503749983679788.6,3619554206800861.5,9.64567587210209e+16,5.293363840594e+17
4.0568079205167695,822822232727321.8,6.604323003518076e+17,3623190122466.157,527227468037514.94,3788530110283920.5,1.0094189922796664e+17,5.543481981226697e+17
4.237944078927105,822628055224697.4,6.907153583318894e+17,3622335047772.0845,551170496099391.9,3960882300940097.0,1.0551705919186832e+17,5.798599959527089e+17
4.422702960505647,822448723380336.9,7.216039455794035e+17,3621545346983.071,575588161833626.1,4136677768315381.0,1.1018403336951776e+17,6.058815760110095e+17
4.61115701971576,822282822858145.9,7.531099705379658e+17,3620814791969.6895,600489734625898.9,4315984836202132.5,1.1494465213901056e+17,6.324229401904768e+17
4.803380160110075,822129113688156.9,7.852455858044525e+17,3620137922436.2188,625884662453826.0,4498873188567495.5,1.1980078233693493e+17,6.594942963648855e+17
4.9994477633122765,821986504534459.1,8.180231917614925e+17,3619509932607.585,651782575102446.0,4685413895899098.0,1.2475432808200688e+17,6.871060611940175e+17
5.199436718578522,821854031369694.8,8.514554404314548e+17,3618926577321.021,678193287425157.2,4875679442005657.0,1.2980723159206971e+17,7.15268863152008e+17
5.403425452950093,821730839703055.9,8.855552395307633e+17,3618384093765.7217,705126802653385.1,5069743751301952.0,1.3496147399973915e+17,7.439935457532726e+17
5.611493962009095,821616169691937.2,9.20335756707672e+17,3617879135920.9927,732593315757472.2,5267682216602011.0,1.4021907617078026e+17,7.732911709557046e+17
5.823723841249277,821509343607640.5,9.558104239500404e+17,3617408719360.5264,760603216860689.6,5469571727440157.0,1.4558209952840742e+17,8.03173022725005e+17
6.040198318074262,821409755233572.0,9.919929421523423e+17,3616970174566.6597,789167094707835.5,5675490698936641.0,1.5105264688603302e+17,8.336506107472564e+17
6.261002284435747,821316860858326.4,1.0288972858333228e+18,3616561107267.7354,818295740189612.1,5885519101222598.0,1.5663286329048845e+17,8.647356742794559e+17
6.486222330124463,821230171591643.9,1.0665377079974811e+18,3616179364600.904,848000149923695.5,6099738489437577.0,1.623249368773624e+17,8.964401861298004e+17
6.715946776726952,821149246782871.1,1.1049287451349558e+18,3615823006129.8145,878291529893303.2,6318232034311821.0,1.681310997398162e+17,9.287763567611452e+17
6.950265712261491,821073688362424.8,1.1440852223555877e+18,3615490278926.8867,909181299143879.5,6541084553345061.0,1.7405362881201306e+17,9.617566385124445e+17
7.18927102650672,821003135959336.5,1.1840222586538606e+18,3615179596073.045,940681093538472.4,6768382542592679.0,1.800948467681377e+17,9.953937299340369e+17
7.433056447036854,820937262674003.1,1.2247552723022277e+18,3614889518042.7207,972802769572284.2,7000214209070418.0,1.8625712293784835e+17,1.0297005802335429e+18
7.681717575977592,820875771406270.8,1.266299986370977e+18,3614618736534.3403,1005558408246822.4,7236669503788196.0,1.9254287423891085e+17,1.0646903938298885e+18
7.935351927497144,820818391655974.0,1.3086724343733706e+18,3614366060381.244,1038960319004031.9,7477840155423850.0,1.9895456612768995e+17,1.1003766350135352e+18
8.194058966047088,820764876726840.5,1.3518889660351729e+18,3614130403238.892,1073021043720765.2,7723819704647448.0,2.0549471356811504e+17,1.1367730327115594e+18
8.45794014536803,820715001275960.0,1.3959662531881856e+18,3613910772793.7837,1107753360763902.0,7974703539107193.0,2.1216588201969594e+17,1.1738935853565714e+18
8.72709894827539,820668559160272.8,1.440921295787622e+18,3613706261280.31,1143170289106409.0,8230588929087645.0,2.1897068844513475e+17,1.2117525658588726e+18
9.0016409272409,820625361539149.8,1.4867714280535148e+18,3613516037125.3257,1179285092504598.8,8491575063851519.0,2.2591180233805558e+17,1.2503645266815265e+18
9.281673745785717,820585235198435.6,1.5335343247365627e+18,3613339337567.9756,1216111283736841.5,8757763088676322.0,2.329919467713565e+17,1.2897443050182566e+18
9.567307220701432,820548021066575.2,1.5812280075090015e+18,3613175462125.3237,1253662628903915.8,9029256142597256.0,2.402138994666822e+17,1.329907028074291e+18
9.85865336511546,820513572897792.1,1.629870851481333e+18,3613023766793.657,1291953151791217.8,9306159396867984.0,2.4758049388550262e+17,1.370868118450507e+18
10.155826432417769,820481756100949.0,1.679481591845803e+18,3612883658891.2964,1330997138292967.8,9588580094151246.0,2.550946203422865e+17,1.4126432996313124e+18
10.458942961066125,820452446695774.4,1.7300793306477683e+18,3612754592462.236,1370809140898563.8,9876627588451278.0,2.6275922714025485e+17,1.4552486015768758e+18
10.768121820287448,820425530380718.8,1.7816835436861015e+18,3612636064171.42,1411403983241164.5,1.0170413385800332e+16,2.705773217302013e+17,1.498700366420415e+18
11.083484256693197,820400901698889.0,1.834314087543969e+18,3612527609631.848,1452796764708615.0,1.0470051185711792e+16,2.7855197189287133e+17,1.5430152542713697e+18
11.405153941827061,820378463290350.0,1.8879912067513623e+18,3612428800112.0366,1495002865116709.2,1.077565692341252e+16,2.866863069453994e+17,1.5882102491253437e+18
11.733257020663602,820358125220640.8,1.9427355410808701e+18,3612339239579.1143,1538037949444833.5,1.1087348812867468e+16,2.9498351897230515e+17,1.6343026648817925e+18
12.067922161076874,820339804376721.2,1.9985681329782364e+18,3612258562038.803,1581917972633930.0,1.140524739060951e+16,3.034468640815624e+17,1.6813101514704934e+18
12.409280604298411,820323423922662.8,2.0555104351293325e+18,3612186429138.5195,1626659184446730.0,1.1729475560387922e+16,3.120796636862602e+17,1.7292507010878863e+18
12.75746621638438,820308912808411.4,2.1135843181651868e+18,3612122528004.2036,1672278134390131.0,1.20601586386491e+16,3.2088530581238784e+17,1.778142654544424e+18
13.112615540712067,820296205325776.8,2.1728120785068516e+18,3612066569285.0513,1718791676699540.0,1.2397424400863092e+16,3.2986724643328083e+17,1.8280047077241132e+18
13.474867851526309,820285240706529.1,2.2332164463518285e+18,3612018285383.7163,1766216975385024.8,1.2741403128710198e+16,3.390290108312844e+17,1.8788559181574566e+18
13.844365208556836,820275962758093.0,2.2948205938039066e+18,3611977428852.0845,1814571509338943.2,1.3092227658141518e+16,3.483741949871893e+17,1.9307157117090506e+18
14.221252512727972,820268319532914.9,2.3576481431482655e+18,3611943770935.2676,1863873077504802.2,1.3450033428328062e+16,3.5790646699802496e+17,1.9836038893811023e+18
14.605677562982532,820262337273471.1,2.421723159561617e+18,3611917427191.897,1914139977420247.2,1.3814959793250422e+16,3.6762963387791635e+17,2.037540551658327e+18
14.997791114242183,820257786771584.8,2.487070228485882e+18,3611897388292.9424,1965390234693494.2,1.418714442614639e+16,3.775473604756602e+17,2.0925464636652216e+18
15.397746936527026,820254732491000.0,2.5537143548514263e+18,3611883938103.2163,2017642878415980.2,1.4566732609292952e+16,3.876636055614884e+17,2.1486425071857994e+18
15.805701875257567,820253142592342.8,2.621681045943732e+18,3611876936417.469,2070917054327132.2,1.4953870804758702e+16,3.979823565993837e+17,2.205850036465733e+18
16.221815912762718,820253065506900.8,2.6909962832916905e+18,3611876596505.8413,2125232456774827.0,1.5348709805892882e+16,4.085077519426388e+17,2.2641907241442793e+18
16.64625223101797,820254344077234.1,2.761686601848615e+18,3611882226315.97,2180608600714600.2,1.5751399447102458e+16,4.1924381270097824e+17,2.323686914873515e+18
17.079177275638333,820256989417139.2,2.833779010304057e+18,3611893874786.059,2237065777081435.2,1.6162095578172498e+16,4.30194776910019e+17,2.3843612031554893e+18
17.5207608211511,820260975524219.8,2.9073010479518945e+18,3611911427413.2163,2294624540624169.0,1.6580956354212282e+16,4.413649488148679e+17,2.446236645355242e+18
17.97117603757412,820266278048958.6,2.982280785997399e+18,3611934776972.4575,2353305813639495.0,1.700814300325598e+16,4.527587152211297e+17,2.5093367437465503e+18
18.430599558325603,820272874696437.4,3.058746837013768e+18,3611963825286.354,2413130893067118.0,1.7443819895659002e+16,4.6438055020931194e+17,2.5736854511772083e+18
18.899211549492115,820280745213503.5,3.1367283649290563e+18,3611998483168.5117,2474121456574160.0,1.788815460590892e+16,4.7623501748474643e+17,2.639307178638129e+18
19.37719578048196,820289871297466.6,3.216255095198334e+18,3612038670021.5527,2536299568464387.0,1.834131797383774e+16,4.883267722961305e+17,2.706226803449933e+18
19.864739696091597,820300236497166.8,3.2973573251479823e+18,3612084313401.434,2599687685593751.5,1.880348416660123e+16,5.0066056330142714e+17,2.77446967767355e+18
20.36203449001343,820311826119391.9,3.3800659344936294e+18,3612135348605.352,2664308663326920.0,1.9274830741708668e+16,5.132412344547131e+17,2.844061636672411e+18
20.869275179813698,820324627142444.9,3.4644123960338227e+18,3612191718291.1294,2730185761539960.5,1.975553871117089e+16,5.2607372692860314e+17,2.9150290078136484e+18
21.38666068340997,820338628136688.1,3.550428786521576e+18,3612253372127.343,2797342650668825.5,2.0245792606793136e+16,5.39163081075681e+17,2.9873986193069235e+18
21.91439389707817,820353819191558.6,3.6381477977158093e+18,3612320266471.9067,2865803417802062.5,2.0745780546632548e+16,5.5251443843025446e+17,3.0611978091816627e+18
22.452681775019734,820370191848551.8,3.727602747614859e+18,3612392364076.9795,2935592572815859.5,2.1255694302638604e+16,5.661330437514107e+17,3.136454434403781e+18
23.00173541052013,820387739039702.5,3.8188275918740726e+18,3612469633818.053,3006735054549455.0,2.1775729369494696e+16,5.800242471082705e+17,3.2131968801330857e+18
23.561770118730532,820406455031145.0,3.9118569354096005e+18,3612552050445.415,3079256237018688.5,2.2306085034679732e+16,5.941935060083818e+17,3.2914540691224387e+18
24.133005521105144,820426335371354.4,4.006726044190414e+18,3612639594356.221,3153181935665376.0,2.284696444976792e+16,6.086463875701804e+17,3.3712554712598344e+18
24.715665631527248,820447376843727.5,4.1034708572206065e+18,3612732251385.6978,3228538413640122.5,2.3398574702986028e+16,6.23388570740498e+17,3.452631113254388e+18
25.309978944157795,820469577423190.6,4.2021279987139953e+18,3612830012616.038,3305352388115861.0,2.3961126893047144e+16,6.38425848558108e+17,3.5356115884672886e+18
25.91617852304095,820492936236527.6,4.302734790463018e+18,3612932874201.7305,3383651036629429.0,2.4534836204279836e+16,6.537641304643272e+17,3.620228066888668e+18
26.53450209350177,820517453526190.5,4.4053292644038917e+18,3613040837210.168,3463462003448199.0,2.511992198307274e+16,6.694094446617204e+17,3.7065123052612864e+18
