t(s),Total solute volume 1,Total retention volume 1,Total 1 volume 1,Total 2 volume 1,Total 3 volume 1,Total 4 volume 1,Total 5 volume 1,Total 6 volume 1
0.1,1405356901042544.8,1.6627283363228424e+16,3932847546865173.5,1.1289078915320706e+16,0.0,0.0,0.0,0.355950925957304
0.202,1951082089989285.0,2.308556713011691e+16,5460058322821587.0,1.5673253552625588e+16,2142269384.5466647,16826689916.207983,256509355439.44373,897686365723.4316
0.30604000000000003,2398158713354714.0,2.83773525573096e+16,6711194589019341.0,1.9264738768365244e+16,5319842150.694328,41981513711.25742,702203126245.108,2510982088186.107
0.41216080000000005,2785731681613821.5,3.296587666077117e+16,7795810278229894.0,2.2378198762561276e+16,9362973339.614912,74024833584.9408,1304539526754.4106,4748011032508.338
0.5204040160000001,3133547956378062.0,3.708473058619954e+16,8769167371471713.0,2.5172278109113176e+16,14184469196.684605,112255350897.5045,2046731323790.029,7563978092714.14
0.6308120963200001,3452981409597896.0,4.086845743016262e+16,9663095579394868.0,2.7738349488301256e+16,19735721185.030697,156284115121.92715,2919268312594.1157,10935664719712.527
0.7434283382464002,3751117780083416.5,4.4400876748629544e+16,1.0497424261720928e+16,3.0133335622794852e+16,25988661442.3005,205886795425.32312,3916375953791.2056,14850832619655.695
0.8582969050113283,4032666699050162.5,4.773770337072152e+16,1.1285333255137278e+16,3.2395070617995956e+16,32927438474.580235,260936660563.47922,5034547890968.622,19304386548114.23
0.9754628431115548,4300926335233882.0,5.09179580743664e+16,1.2036052433180874e+16,3.4550049669440396e+16,40544152459.95162,321370411938.69,6271793544501.644,24295928402354.223
1.094972099973786,4558305159126653.0,5.397013921724733e+16,1.2756321860346684e+16,3.6617620689788024e+16,48836461795.659744,387169049496.5602,7627183015927.471,29828319458712.387
1.2168715419732616,4806622340703566.0,5.6915776055120984e+16,1.3451232452202194e+16,3.8612397543133144e+16,57806136828.19315,458346323150.8115,9100573539468.393,35906993082621.555
1.3412089728127268,5047290362303260.0,5.977158871259711e+16,1.4124737015324298e+16,4.054572704742697e+16,67458134127.798355,534941346380.96216,10692435594051.045,42539452468026.76
1.4680331522689813,5281431298235985.0,6.255086346352922e+16,1.4779975654191358e+16,4.242662309021586e+16,77799976895.135,617013655165.1306,12403732390493.8,49734874863449.01
1.597393815314361,5509953823219052.0,6.5264363549793496e+16,1.5419491278149624e+16,4.426238526266725e+16,88841325546.16016,704639784898.7933,14235834370881.59,57503870276228.75
1.729341691620648,5733605951258001.0,6.792095295512932e+16,1.6045377190347418e+16,4.605902252712908e+16,100593671970.73457,797910833910.1375,16190458166135.336,65858323722838.19
1.863928525453061,5953012207101451.0,7.052803603065015e+16,1.6659381111446594e+16,4.7821551826159896e+16,113070117334.70576,896930693136.9863,18269621874282.85,74811263257435.89
2.001207095962122,6168700481239928.0,7.309187509904728e+16,1.726298033288619e+16,4.955421381612712e+16,126285208100.13403,1001814739839.1653,20475611489497.52,84376757356631.1
