t(s),Total solute volume 1,Total retention volume 1,Total 1 volume 1,Total 2 volume 1,Total 3 volume 1,Total 4 volume 1,Total 5 volume 1,Total 6 volume 1
0,4.388031255538536e+18,2.4057247343966224e+23,6.12580002685351e+19,2.7044583928840353e+20,1.0659916733776623e+22,7.386079532575571e+22,7.401785814810654e+22,8.16978113612083e+22
