"retention","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7.7372e+22,1,0,0,0,0
7.7358e+22,1,2e-06,2e-06,0,0
7.7344e+22,1,4e-06,4e-06,0,0
7.7329e+22,1,6e-06,6e-06,0,0
7.7315e+22,1,8e-06,8e-06,0,0
7.73e+22,1,1e-05,1e-05,0,0
7.7286e+22,1,1.2e-05,1.2e-05,0,0
7.7271e+22,1,1.4e-05,1.4e-05,0,0
7.7257e+22,1,1.6e-05,1.6e-05,0,0
7.7242e+22,1,1.8e-05,1.8e-05,0,0
7.7227e+22,1,2e-05,2e-05,0,0
7.7212e+22,1,2.2e-05,2.2e-05,0,0
7.7197e+22,1,2.4e-05,2.4e-05,0,0
7.7183e+22,1,2.6e-05,2.6e-05,0,0
7.7168e+22,1,2.8e-05,2.8e-05,0,0
7.7153e+22,1,3e-05,3e-05,0,0
7.7138e+22,1,3.2e-05,3.2e-05,0,0
7.7122e+22,1,3.4e-05,3.4e-05,0,0
7.7107e+22,1,3.6e-05,3.6e-05,0,0
7.7092e+22,1,3.8e-05,3.8e-05,0,0
7.7077e+22,1,4e-05,4e-05,0,0
7.7061e+22,1,4.2e-05,4.2e-05,0,0
7.7046e+22,1,4.4e-05,4.4e-05,0,0
7.7031e+22,1,4.6e-05,4.6e-05,0,0
7.7015e+22,1,4.8e-05,4.8e-05,0,0
7.7e+22,1,5e-05,5e-05,0,0
7.6984e+22,1,5.2e-05,5.2e-05,0,0
7.6968e+22,1,5.4e-05,5.4e-05,0,0
7.6953e+22,1,5.6e-05,5.6e-05,0,0
7.6937e+22,1,5.8e-05,5.8e-05,0,0
7.6921e+22,1,6e-05,6e-05,0,0
7.6905e+22,1,6.2e-05,6.2e-05,0,0
7.6889e+22,1,6.4e-05,6.4e-05,0,0
7.6873e+22,1,6.6e-05,6.6e-05,0,0
7.6857e+22,1,6.8e-05,6.8e-05,0,0
7.6841e+22,1,7e-05,7e-05,0,0
7.6825e+22,1,7.2e-05,7.2e-05,0,0
7.6809e+22,1,7.4e-05,7.4e-05,0,0
7.6793e+22,1,7.6e-05,7.6e-05,0,0
7.6776e+22,1,7.8e-05,7.8e-05,0,0
7.676e+22,1,8e-05,8e-05,0,0
7.6744e+22,1,8.2e-05,8.2e-05,0,0
7.6727e+22,1,8.4e-05,8.4e-05,0,0
7.6711e+22,1,8.6e-05,8.6e-05,0,0
7.6694e+22,1,8.8e-05,8.8e-05,0,0
7.6677e+22,1,9e-05,9e-05,0,0
7.6661e+22,1,9.2e-05,9.2e-05,0,0
7.6644e+22,1,9.4e-05,9.4e-05,0,0
7.6627e+22,1,9.6e-05,9.6e-05,0,0
7.661e+22,1,9.8e-05,9.8e-05,0,0
7.6593e+22,1,0.0001,0.0001,0,0
7.6576e+22,1,0.000102,0.000102,0,0
7.6559e+22,1,0.000104,0.000104,0,0
7.6542e+22,1,0.000106,0.000106,0,0
7.6524e+22,1,0.000108,0.000108,0,0
7.6507e+22,1,0.00011,0.00011,0,0
7.649e+22,1,0.000112,0.000112,0,0
7.6472e+22,1,0.000114,0.000114,0,0
7.6455e+22,1,0.000116,0.000116,0,0
7.6437e+22,1,0.000118,0.000118,0,0
7.642e+22,1,0.00012,0.00012,0,0
7.6402e+22,1,0.000122,0.000122,0,0
7.6384e+22,1,0.000124,0.000124,0,0
7.6366e+22,1,0.000126,0.000126,0,0
7.6349e+22,1,0.000128,0.000128,0,0
7.6331e+22,1,0.00013,0.00013,0,0
7.6313e+22,1,0.000132,0.000132,0,0
7.6295e+22,1,0.000134,0.000134,0,0
7.6276e+22,1,0.000136,0.000136,0,0
7.6258e+22,1,0.000138,0.000138,0,0
7.624e+22,1,0.00014,0.00014,0,0
7.6222e+22,1,0.000142,0.000142,0,0
7.6203e+22,1,0.000144,0.000144,0,0
7.6185e+22,1,0.000146,0.000146,0,0
7.6166e+22,1,0.000148,0.000148,0,0
7.6147e+22,1,0.00015,0.00015,0,0
7.6129e+22,1,0.000152,0.000152,0,0
7.611e+22,1,0.000154,0.000154,0,0
7.6091e+22,1,0.000156,0.000156,0,0
7.6072e+22,1,0.000158,0.000158,0,0
7.6053e+22,1,0.00016,0.00016,0,0
7.6034e+22,1,0.000162,0.000162,0,0
7.6015e+22,1,0.000164,0.000164,0,0
7.5996e+22,1,0.000166,0.000166,0,0
7.5976e+22,1,0.000168,0.000168,0,0
7.5957e+22,1,0.00017,0.00017,0,0
7.5937e+22,1,0.000172,0.000172,0,0
7.5918e+22,1,0.000174,0.000174,0,0
7.5898e+22,1,0.000176,0.000176,0,0
7.5879e+22,1,0.000178,0.000178,0,0
7.5859e+22,1,0.00018,0.00018,0,0
7.5839e+22,1,0.000182,0.000182,0,0
7.5819e+22,1,0.000184,0.000184,0,0
7.5799e+22,1,0.000186,0.000186,0,0
7.5779e+22,1,0.000188,0.000188,0,0
7.5759e+22,1,0.00019,0.00019,0,0
7.5739e+22,1,0.000192,0.000192,0,0
7.5718e+22,1,0.000194,0.000194,0,0
7.5698e+22,1,0.000196,0.000196,0,0
7.5677e+22,1,0.000198,0.000198,0,0
7.5657e+22,1,0.0002,0.0002,0,0
7.5636e+22,1,0.000202,0.000202,0,0
7.5615e+22,1,0.000204,0.000204,0,0
7.5595e+22,1,0.000206,0.000206,0,0
7.5574e+22,1,0.000208,0.000208,0,0
7.5553e+22,1,0.00021,0.00021,0,0
7.5532e+22,1,0.000212,0.000212,0,0
7.5511e+22,1,0.000214,0.000214,0,0
7.5489e+22,1,0.000216,0.000216,0,0
7.5468e+22,1,0.000218,0.000218,0,0
7.5447e+22,1,0.00022,0.00022,0,0
7.5425e+22,1,0.000222,0.000222,0,0
7.5403e+22,1,0.000224,0.000224,0,0
7.5382e+22,1,0.000226,0.000226,0,0
7.536e+22,1,0.000228,0.000228,0,0
7.5338e+22,1,0.00023,0.00023,0,0
7.5316e+22,1,0.000232,0.000232,0,0
7.5294e+22,1,0.000234,0.000234,0,0
7.5272e+22,1,0.000236,0.000236,0,0
7.525e+22,1,0.000238,0.000238,0,0
7.5227e+22,1,0.00024,0.00024,0,0
7.5205e+22,1,0.000242,0.000242,0,0
7.5182e+22,1,0.000244,0.000244,0,0
7.516e+22,1,0.000246,0.000246,0,0
7.5137e+22,1,0.000248,0.000248,0,0
7.5114e+22,1,0.00025,0.00025,0,0
7.5091e+22,1,0.000252,0.000252,0,0
7.5068e+22,1,0.000254,0.000254,0,0
7.5045e+22,1,0.000256,0.000256,0,0
7.5022e+22,1,0.000258,0.000258,0,0
7.4999e+22,1,0.00026,0.00026,0,0
7.4975e+22,1,0.000262,0.000262,0,0
7.4952e+22,1,0.000264,0.000264,0,0
7.4928e+22,1,0.000266,0.000266,0,0
7.4905e+22,1,0.000268,0.000268,0,0
7.4881e+22,1,0.00027,0.00027,0,0
7.4857e+22,1,0.000272,0.000272,0,0
7.4833e+22,1,0.000274,0.000274,0,0
7.4809e+22,1,0.000276,0.000276,0,0
7.4785e+22,1,0.000278,0.000278,0,0
7.476e+22,1,0.00028,0.00028,0,0
7.4736e+22,1,0.000282,0.000282,0,0
7.4711e+22,1,0.000284,0.000284,0,0
7.4687e+22,1,0.000286,0.000286,0,0
7.4662e+22,1,0.000288,0.000288,0,0
7.4637e+22,1,0.00029,0.00029,0,0
7.4612e+22,1,0.000292,0.000292,0,0
7.4587e+22,1,0.000294,0.000294,0,0
7.4562e+22,1,0.000296,0.000296,0,0
7.4537e+22,1,0.000298,0.000298,0,0
7.4511e+22,1,0.0003,0.0003,0,0
7.4486e+22,1,0.000302,0.000302,0,0
7.446e+22,1,0.000304,0.000304,0,0
7.4434e+22,1,0.000306,0.000306,0,0
7.4408e+22,1,0.000308,0.000308,0,0
7.4382e+22,1,0.00031,0.00031,0,0
7.4356e+22,1,0.000312,0.000312,0,0
7.433e+22,1,0.000314,0.000314,0,0
7.4304e+22,1,0.000316,0.000316,0,0
7.4277e+22,1,0.000318,0.000318,0,0
7.425e+22,1,0.00032,0.00032,0,0
7.4224e+22,1,0.000322,0.000322,0,0
7.4197e+22,1,0.000324,0.000324,0,0
7.417e+22,1,0.000326,0.000326,0,0
7.4143e+22,1,0.000328,0.000328,0,0
7.4116e+22,1,0.00033,0.00033,0,0
7.4088e+22,1,0.000332,0.000332,0,0
