"retention","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7.2737e+24,1,0,0,0,0
7.2607e+24,1,2e-06,2e-06,0,0
7.2472e+24,1,4e-06,4e-06,0,0
7.2333e+24,1,6e-06,6e-06,0,0
7.219e+24,1,8e-06,8e-06,0,0
7.2041e+24,1,1e-05,1e-05,0,0
7.1886e+24,1,1.2e-05,1.2e-05,0,0
7.1726e+24,1,1.4e-05,1.4e-05,0,0
7.1559e+24,1,1.6e-05,1.6e-05,0,0
7.1387e+24,1,1.8e-05,1.8e-05,0,0
7.1207e+24,1,2e-05,2e-05,0,0
7.102e+24,1,2.2e-05,2.2e-05,0,0
7.0826e+24,1,2.4e-05,2.4e-05,0,0
7.0623e+24,1,2.6e-05,2.6e-05,0,0
7.0412e+24,1,2.8e-05,2.8e-05,0,0
7.0192e+24,1,3e-05,3e-05,0,0
6.9961e+24,1,3.2e-05,3.2e-05,0,0
6.9721e+24,1,3.4e-05,3.4e-05,0,0
6.9469e+24,1,3.6e-05,3.6e-05,0,0
6.9205e+24,1,3.8e-05,3.8e-05,0,0
6.8929e+24,1,4e-05,4e-05,0,0
6.8639e+24,1,4.2e-05,4.2e-05,0,0
6.8334e+24,1,4.4e-05,4.4e-05,0,0
6.8013e+24,1,4.6e-05,4.6e-05,0,0
6.7675e+24,1,4.8e-05,4.8e-05,0,0
6.7318e+24,1,5e-05,5e-05,0,0
6.694e+24,1,5.2e-05,5.2e-05,0,0
6.6541e+24,1,5.4e-05,5.4e-05,0,0
6.6117e+24,1,5.6e-05,5.6e-05,0,0
6.5666e+24,1,5.8e-05,5.8e-05,0,0
6.5185e+24,1,6e-05,6e-05,0,0
6.4671e+24,1,6.2e-05,6.2e-05,0,0
6.4118e+24,1,6.4e-05,6.4e-05,0,0
6.3521e+24,1,6.6e-05,6.6e-05,0,0
6.2874e+24,1,6.8e-05,6.8e-05,0,0
6.2166e+24,1,7e-05,7e-05,0,0
6.1385e+24,1,7.2e-05,7.2e-05,0,0
6.0513e+24,1,7.4e-05,7.4e-05,0,0
5.9523e+24,1,7.6e-05,7.6e-05,0,0
5.8377e+24,1,7.8e-05,7.8e-05,0,0
5.7012e+24,1,8e-05,8e-05,0,0
5.5321e+24,1,8.2e-05,8.2e-05,0,0
5.3114e+24,1,8.4e-05,8.4e-05,0,0
5.0023e+24,1,8.6e-05,8.6e-05,0,0
4.5284e+24,1,8.8e-05,8.8e-05,0,0
3.7247e+24,1,9e-05,9e-05,0,0
2.1063e+24,1,9.2e-05,9.2e-05,0,0
1.2023e+22,1,9.4e-05,9.4e-05,0,0
1.4163e+19,1,9.6e-05,9.6e-05,0,0
4.3321e+18,1,9.8e-05,9.8e-05,0,0
3.5443e+18,1,0.0001,0.0001,0,0
2.9392e+18,1,0.000102,0.000102,0,0
2.4601e+18,1,0.000104,0.000104,0,0
2.0747e+18,1,0.000106,0.000106,0,0
1.7606e+18,1,0.000108,0.000108,0,0
1.5019e+18,1,0.00011,0.00011,0,0
1.287e+18,1,0.000112,0.000112,0,0
1.1072e+18,1,0.000114,0.000114,0,0
9.558e+17,1,0.000116,0.000116,0,0
8.2763e+17,1,0.000118,0.000118,0,0
7.186e+17,1,0.00012,0.00012,0,0
6.2546e+17,1,0.000122,0.000122,0,0
5.456e+17,1,0.000124,0.000124,0,0
4.7688e+17,1,0.000126,0.000126,0,0
4.1757e+17,1,0.000128,0.000128,0,0
3.6624e+17,1,0.00013,0.00013,0,0
3.2171e+17,1,0.000132,0.000132,0,0
2.8299e+17,1,0.000134,0.000134,0,0
2.4925e+17,1,0.000136,0.000136,0,0
2.1979e+17,1,0.000138,0.000138,0,0
1.9402e+17,1,0.00014,0.00014,0,0
1.7144e+17,1,0.000142,0.000142,0,0
1.5164e+17,1,0.000144,0.000144,0,0
1.3423e+17,1,0.000146,0.000146,0,0
1.1893e+17,1,0.000148,0.000148,0,0
1.0544e+17,1,0.00015,0.00015,0,0
9.355e+16,1,0.000152,0.000152,0,0
8.3054e+16,1,0.000154,0.000154,0,0
7.378e+16,1,0.000156,0.000156,0,0
6.5579e+16,1,0.000158,0.000158,0,0
5.832e+16,1,0.00016,0.00016,0,0
5.1891e+16,1,0.000162,0.000162,0,0
4.6191e+16,1,0.000164,0.000164,0,0
4.1136e+16,1,0.000166,0.000166,0,0
3.6649e+16,1,0.000168,0.000168,0,0
3.2663e+16,1,0.00017,0.00017,0,0
2.9122e+16,1,0.000172,0.000172,0,0
2.5973e+16,1,0.000174,0.000174,0,0
2.3172e+16,1,0.000176,0.000176,0,0
2.0679e+16,1,0.000178,0.000178,0,0
1.8459e+16,1,0.00018,0.00018,0,0
1.6483e+16,1,0.000182,0.000182,0,0
1.4721e+16,1,0.000184,0.000184,0,0
1.3151e+16,1,0.000186,0.000186,0,0
1.1751e+16,1,0.000188,0.000188,0,0
1.0502e+16,1,0.00019,0.00019,0,0
9.3873e+15,1,0.000192,0.000192,0,0
8.3927e+15,1,0.000194,0.000194,0,0
7.5048e+15,1,0.000196,0.000196,0,0
6.712e+15,1,0.000198,0.000198,0,0
6.0038e+15,1,0.0002,0.0002,0,0
5.3711e+15,1,0.000202,0.000202,0,0
