"retention","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
8.6193e+20,1,0,0,0,0
8.6192e+20,1,2e-06,2e-06,0,0
8.6191e+20,1,4e-06,4e-06,0,0
8.619e+20,1,6e-06,6e-06,0,0
8.6189e+20,1,8e-06,8e-06,0,0
8.6189e+20,1,1e-05,1e-05,0,0
8.6188e+20,1,1.2e-05,1.2e-05,0,0
8.6187e+20,1,1.4e-05,1.4e-05,0,0
8.6186e+20,1,1.6e-05,1.6e-05,0,0
8.6185e+20,1,1.8e-05,1.8e-05,0,0
8.6185e+20,1,2e-05,2e-05,0,0
8.6184e+20,1,2.2e-05,2.2e-05,0,0
8.6183e+20,1,2.4e-05,2.4e-05,0,0
8.6182e+20,1,2.6e-05,2.6e-05,0,0
8.6181e+20,1,2.8e-05,2.8e-05,0,0
8.6181e+20,1,3e-05,3e-05,0,0
8.618e+20,1,3.2e-05,3.2e-05,0,0
8.6179e+20,1,3.4e-05,3.4e-05,0,0
8.6178e+20,1,3.6e-05,3.6e-05,0,0
8.6177e+20,1,3.8e-05,3.8e-05,0,0
8.6177e+20,1,4e-05,4e-05,0,0
8.6176e+20,1,4.2e-05,4.2e-05,0,0
8.6175e+20,1,4.4e-05,4.4e-05,0,0
8.6174e+20,1,4.6e-05,4.6e-05,0,0
8.6174e+20,1,4.8e-05,4.8e-05,0,0
8.6173e+20,1,5e-05,5e-05,0,0
8.6172e+20,1,5.2e-05,5.2e-05,0,0
8.6171e+20,1,5.4e-05,5.4e-05,0,0
8.617e+20,1,5.6e-05,5.6e-05,0,0
8.617e+20,1,5.8e-05,5.8e-05,0,0
8.6169e+20,1,6e-05,6e-05,0,0
8.6168e+20,1,6.2e-05,6.2e-05,0,0
8.6167e+20,1,6.4e-05,6.4e-05,0,0
8.6167e+20,1,6.6e-05,6.6e-05,0,0
8.6166e+20,1,6.8e-05,6.8e-05,0,0
8.6165e+20,1,7e-05,7e-05,0,0
8.6164e+20,1,7.2e-05,7.2e-05,0,0
8.6163e+20,1,7.4e-05,7.4e-05,0,0
8.6163e+20,1,7.6e-05,7.6e-05,0,0
8.6162e+20,1,7.8e-05,7.8e-05,0,0
8.6161e+20,1,8e-05,8e-05,0,0
8.616e+20,1,8.2e-05,8.2e-05,0,0
8.616e+20,1,8.4e-05,8.4e-05,0,0
8.6159e+20,1,8.6e-05,8.6e-05,0,0
8.6158e+20,1,8.8e-05,8.8e-05,0,0
8.6157e+20,1,9e-05,9e-05,0,0
8.6157e+20,1,9.2e-05,9.2e-05,0,0
8.6156e+20,1,9.4e-05,9.4e-05,0,0
8.6155e+20,1,9.6e-05,9.6e-05,0,0
8.6154e+20,1,9.8e-05,9.8e-05,0,0
8.6154e+20,1,0.0001,0.0001,0,0
8.6153e+20,1,0.000102,0.000102,0,0
8.6152e+20,1,0.000104,0.000104,0,0
8.6151e+20,1,0.000106,0.000106,0,0
8.615e+20,1,0.000108,0.000108,0,0
8.615e+20,1,0.00011,0.00011,0,0
8.6149e+20,1,0.000112,0.000112,0,0
8.6148e+20,1,0.000114,0.000114,0,0
8.6147e+20,1,0.000116,0.000116,0,0
8.6147e+20,1,0.000118,0.000118,0,0
8.6146e+20,1,0.00012,0.00012,0,0
8.6145e+20,1,0.000122,0.000122,0,0
8.6144e+20,1,0.000124,0.000124,0,0
8.6144e+20,1,0.000126,0.000126,0,0
8.6143e+20,1,0.000128,0.000128,0,0
8.6142e+20,1,0.00013,0.00013,0,0
8.6141e+20,1,0.000132,0.000132,0,0
8.6141e+20,1,0.000134,0.000134,0,0
8.614e+20,1,0.000136,0.000136,0,0
8.6139e+20,1,0.000138,0.000138,0,0
8.6138e+20,1,0.00014,0.00014,0,0
8.6138e+20,1,0.000142,0.000142,0,0
8.6137e+20,1,0.000144,0.000144,0,0
8.6136e+20,1,0.000146,0.000146,0,0
8.6136e+20,1,0.000148,0.000148,0,0
8.6135e+20,1,0.00015,0.00015,0,0
8.6134e+20,1,0.000152,0.000152,0,0
8.6133e+20,1,0.000154,0.000154,0,0
8.6133e+20,1,0.000156,0.000156,0,0
8.6132e+20,1,0.000158,0.000158,0,0
8.6131e+20,1,0.00016,0.00016,0,0
8.613e+20,1,0.000162,0.000162,0,0
8.613e+20,1,0.000164,0.000164,0,0
8.6129e+20,1,0.000166,0.000166,0,0
8.6128e+20,1,0.000168,0.000168,0,0
8.6127e+20,1,0.00017,0.00017,0,0
8.6127e+20,1,0.000172,0.000172,0,0
8.6126e+20,1,0.000174,0.000174,0,0
8.6125e+20,1,0.000176,0.000176,0,0
8.6125e+20,1,0.000178,0.000178,0,0
8.6124e+20,1,0.00018,0.00018,0,0
8.6123e+20,1,0.000182,0.000182,0,0
8.6122e+20,1,0.000184,0.000184,0,0
8.6122e+20,1,0.000186,0.000186,0,0
8.6121e+20,1,0.000188,0.000188,0,0
8.612e+20,1,0.00019,0.00019,0,0
8.6119e+20,1,0.000192,0.000192,0,0
8.6119e+20,1,0.000194,0.000194,0,0
8.6118e+20,1,0.000196,0.000196,0,0
8.6117e+20,1,0.000198,0.000198,0,0
8.6117e+20,1,0.0002,0.0002,0,0
8.6116e+20,1,0.000202,0.000202,0,0
8.6115e+20,1,0.000204,0.000204,0,0
8.6114e+20,1,0.000206,0.000206,0,0
8.6114e+20,1,0.000208,0.000208,0,0
8.6113e+20,1,0.00021,0.00021,0,0
8.6112e+20,1,0.000212,0.000212,0,0
8.6112e+20,1,0.000214,0.000214,0,0
8.6111e+20,1,0.000216,0.000216,0,0
8.611e+20,1,0.000218,0.000218,0,0
8.6109e+20,1,0.00022,0.00022,0,0
8.6109e+20,1,0.000222,0.000222,0,0
8.6108e+20,1,0.000224,0.000224,0,0
8.6107e+20,1,0.000226,0.000226,0,0
8.6107e+20,1,0.000228,0.000228,0,0
8.6106e+20,1,0.00023,0.00023,0,0
8.6105e+20,1,0.000232,0.000232,0,0
8.6104e+20,1,0.000234,0.000234,0,0
8.6104e+20,1,0.000236,0.000236,0,0
8.6103e+20,1,0.000238,0.000238,0,0
8.6102e+20,1,0.00024,0.00024,0,0
8.6102e+20,1,0.000242,0.000242,0,0
8.6101e+20,1,0.000244,0.000244,0,0
8.61e+20,1,0.000246,0.000246,0,0
8.61e+20,1,0.000248,0.000248,0,0
8.6099e+20,1,0.00025,0.00025,0,0
8.6098e+20,1,0.000252,0.000252,0,0
8.6097e+20,1,0.000254,0.000254,0,0
8.6097e+20,1,0.000256,0.000256,0,0
8.6096e+20,1,0.000258,0.000258,0,0
8.6095e+20,1,0.00026,0.00026,0,0
8.6095e+20,1,0.000262,0.000262,0,0
8.6094e+20,1,0.000264,0.000264,0,0
8.6093e+20,1,0.000266,0.000266,0,0
8.6093e+20,1,0.000268,0.000268,0,0
8.6092e+20,1,0.00027,0.00027,0,0
8.6091e+20,1,0.000272,0.000272,0,0
8.6091e+20,1,0.000274,0.000274,0,0
8.609e+20,1,0.000276,0.000276,0,0
8.6089e+20,1,0.000278,0.000278,0,0
