t(s),Total solute volume 1,Total retention volume 1
0.1,3786533699292905.5,3803207293324140.0
0.202,5668199305572438.0,5693771703778619.0
0.30604000000000003,7110038380216183.0,7142837483123615.0
0.41216080000000005,8330921391058148.0,8370280194855523.0
0.5204040160000001,9415456220721504.0,9461056498167920.0
0.6308120963200001,1.0406096466843318e+16,1.0457793995968556e+16
0.7434283382464002,1.1327587982808168e+16,1.1385340194264626e+16
0.8582969050113283,1.2195807761218268e+16,1.2259638198337432e+16
0.9754628431115548,1.3021645666580342e+16,1.309162440387736e+16
1.094972099973786,1.3812947546012024e+16,1.3889179498802002e+16
1.2168715419732616,1.4575583938519202e+16,1.4658201462924334e+16
1.3412089728127268,1.5314081199134284e+16,1.5403239198360684e+16
1.4680331522689813,1.603201556893946e+16,1.612788814855889e+16
1.597393815314361,1.6732270527711674e+16,1.6835048653039406e+16
1.729341691620648,1.7417211190395016e+16,1.7527101017190564e+16
1.863928525453061,1.808880620695297e+16,1.820602787930722e+16
2.001207095962122,1.8748715243714036e+16,1.8873502025220704e+16
2.1412312378813647,1.939835320579605e+16,1.953095085436441e+16
2.284055862638992,2.003893832545971e+16,2.0179604650175144e+16
2.4297369798917723,2.0671528800160228e+16,2.0820533356905124e+16
2.578331719489608,2.1297051139169812e+16,2.1454675033974964e+16
2.7298983538794,2.1916322397938056e+16,2.2082858175432732e+16
2.884496320956988,2.2530067834066616e+16,2.2705819434263572e+16
3.0421862473761276,2.313893508421286e+16,2.3324217855044284e+16
3.2030299723236504,2.3743505662701396e+16,2.3938646418745004e+16
3.3670905717701234,2.434430437381057e+16,2.4549641493866104e+16
3.5344323832055258,2.494180708124446e+16,2.5157690639074976e+16
3.7051210308696363,2.55364471711711e+16,2.5763239094971856e+16
3.879223451487029,2.6128620966842264e+16,2.6366695223950108e+16
4.0568079205167695,2.6718692294759444e+16,2.696843509885206e+16
4.237944078927105,2.7306996358853696e+16,2.7568806397459076e+16
4.422702960505647,2.789384304620226e+16,2.8168131726789896e+16
4.61115701971576,2.8479519762603116e+16,2.876671147588607e+16
4.803380160110075,2.9064293876874668e+16,2.936482627623887e+16
4.9994477633122765,2.964841483759696e+16,2.996273913380589e+16
5.199436718578522,3.0232116014119364e+16,3.056069728463095e+16
5.403425452950093,3.0815616304253264e+16,3.1158933816641956e+16
5.611493962009095,3.1399121543575452e+16,3.1757669092680876e+16
5.823723841249277,3.198282574526183e+16,3.2357112003792604e+16
6.040198318074262,3.256691219452118e+16,3.2957461076933508e+16
6.261002284435747,3.315155441776447e+16,3.3558905457311644e+16
6.486222330124463,3.373691704343348e+16,3.4161625782348068e+16
6.715946776726952,3.432315656877549e+16,3.4765794961602012e+16
6.950265712261491,3.4910422044677296e+16,3.537157887482292e+16
7.18927102650672,3.549885568887011e+16,3.5979136998482224e+16
7.433056447036854,3.608859343631595e+16,3.65886229696348e+16
7.681717575977592,3.6679765434333896e+16,3.7200185094699384e+16
7.935351927497144,3.727249648896909e+16,3.781396680969231e+16
8.194058966047088,3.786690646822269e+16,3.843010709755696e+16
8.45794014536803,3.846311066700694e+16,3.904874086747936e+16
8.72709894827539,3.9061220138055416e+16,3.966999930043797e+16
9.0016409272409,3.9661341992471624e+16,4.029401016469349e+16
9.281673745785717,4.026357967313862e+16,4.092089810445592e+16
9.567307220701432,4.086803320380972e+16,4.1550784904567736e+16
9.85865336511546,4.14747994163625e+16,4.218378973369754e+16
10.155826432417769,4.2083972158398584e+16,4.282002936824246e+16
10.458942961066125,4.269564248311845e+16,4.345961839887998e+16
10.768121820287448,4.330989882317827e+16,4.410266942148803e+16
11.083484256693197,4.392682715004252e+16,4.474929321395902e+16
11.405153941827061,4.4546511120177816e+16,4.539959890026209e+16
11.733257020663602,4.516903220928593e+16,4.605369410296388e+16
12.067922161076874,4.579446983564751e+16,4.671168508528613e+16
12.409280604298411,4.64229014735299e+16,4.737367688366576e+16
12.75746621638438,4.705440275751846e+16,4.803977343168326e+16
13.112615540712067,4.7689047578538424e+16,4.871007767613714e+16
13.474867851526309,4.832690817225773e+16,4.93846916859646e+16
13.844365208556836,4.896805520049444e+16,5.0063716754638744e+16
14.221252512727972,4.961255782618791e+16,5.074725349661284e+16
14.605677562982532,5.02604837824391e+16,5.14354019383265e+16
14.997791114242183,5.0911899436079864e+16,5.212826160424257e+16
15.397746936527026,5.15668698461821e+16,5.282593159833662e+16
15.805701875257567,5.2225458817884456e+16,5.352851068142683e+16
16.221815912762718,5.2887728951875384e+16,5.423609734469521e+16
16.64625223101797,5.355374168984197e+16,5.494878987971951e+16
17.079177275638333,5.422355735616514e+16,5.566668644531042e+16
17.5207608211511,5.489723519611715e+16,5.638988513142053e+16
17.97117603757412,5.5574833410793736e+16,5.711848402037264e+16
18.430599558325603,5.62564091889924e+16,5.7852581245631e+16
18.899211549492115,5.694201873623214e+16,5.859227504832521e+16
19.37719578048196,5.763171730108842e+16,5.933766383171494e+16
19.864739696091597,5.832555919900744e+16,6.008884621377592e+16
20.36203449001343,5.902359783374543e+16,6.084592107806629e+16
20.869275179813698,5.972588571656846e+16,6.160898762302631e+16
