t(s),Average T volume 1,Flux surface 1: solute,Flux surface 2: solute,Total solute volume 1,Total retention volume 1,Total 1 volume 1,Total 2 volume 1,Total 3 volume 1,Total 4 volume 1,Total 5 volume 1,Total 6 volume 1
1.0,370.00000000000057,-4.984224552233308e+19,0.0,286612223598721.0,3.796697979621469e+18,353124832516444.9,1.1227215258364636e+18,8.98687632696899e+17,8.050752028967452e+17,6.891186262613741e+17,2.8045525487387178e+17
1.9090909090909092,370.00000000000057,-5.160180407269646e+19,0.0,437478361576346.75,5.648622691280773e+18,517980836397666.9,1.6482188050551834e+18,1.3193417763683075e+18,1.1819116412619062e+18,1.0648328165964343e+18,4.333621928009662e+17
2.7355371900826446,370.00000000000057,-5.21478079964247e+19,0.0,551027606897447.75,6.880930240015144e+18,627782827167871.1,1.9959949459276961e+18,1.597716228849561e+18,1.4312890153393987e+18,1.3182529470572751e+18,5.364982924071458e+17
3.4868519909842224,370.00000000000057,-5.238595301817676e+19,0.0,638130195894890.6,7.822274954782762e+18,711871165056550.0,2.2619392238622723e+18,1.8105863074946202e+18,1.6219853219188918e+18,1.511335641426007e+18,6.150784587200195e+17
4.313298271975958,370.00000000000057,-5.253786695036559e+19,0.0,718307436468051.5,8.732191856705428e+18,792799884573562.5,2.5194237676100326e+18,2.0166987851994988e+18,1.8066279616295173e+18,1.697206613266825e+18,6.907236216785105e+17
5.222389181066867,370.00000000000057,-5.26498630267824e+19,0.0,795574084591566.1,9.631271884134058e+18,872344578498606.0,2.774099187844994e+18,2.220578432738281e+18,1.9892703822513124e+18,1.8803835767497009e+18,7.652723858866771e+17
6.222389181066867,370.00000000000057,-5.273917699716522e+19,0.0,872127275014407.2,1.0530931734599127e+19,951640761216999.0,3.0290618309104164e+18,2.4247003323603113e+18,2.1721298416002458e+18,2.0634427496321385e+18,8.39773212059784e+17
7.3223891810668675,370.00000000000057,-5.2813571679487934e+19,0.0,949142797682561.1,1.1438709010972152e+19,1031473840404075.6,3.286376714071524e+18,2.630714003832066e+18,2.3566840302424274e+18,2.2480496989434153e+18,9.149039472446289e+17
8.532389181066868,370.00000000000057,-5.2877177115138064e+19,0.0,1027278286698999.8,1.2360286861305965e+19,1112411133355011.1,3.547626734075181e+18,2.839884625178335e+18,2.5440663348955116e+18,2.43541301723431e+18,9.911564605025755e+17
9.863389181066868,370.00000000000057,-5.293252444590382e+19,0.0,1106967748553973.5,1.3300340471297257e+19,1194890649485990.0,3.8141276167993083e+18,3.053264832738344e+18,2.7352197423807933e+18,2.6265014231762314e+18,1.0689249978045457e+18
11.327489181066868,370.00000000000057,-5.298132915785058e+19,0.0,1188557835548230.8,1.42629295984577e+19,1279277520210702.0,4.0870263187024067e+18,3.2717728630887014e+18,2.9309668407813504e+18,2.822147385830664e+18,1.1485483546988178e+18
