"retention","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
4.1339e+21,1,0,0,0,0
4.1337e+21,1,2e-06,2e-06,0,0
4.1335e+21,1,4e-06,4e-06,0,0
4.1333e+21,1,6e-06,6e-06,0,0
4.1331e+21,1,8e-06,8e-06,0,0
4.1329e+21,1,1e-05,1e-05,0,0
4.1327e+21,1,1.2e-05,1.2e-05,0,0
4.1325e+21,1,1.4e-05,1.4e-05,0,0
4.1323e+21,1,1.6e-05,1.6e-05,0,0
4.1321e+21,1,1.8e-05,1.8e-05,0,0
4.1319e+21,1,2e-05,2e-05,0,0
4.1317e+21,1,2.2e-05,2.2e-05,0,0
4.1315e+21,1,2.4e-05,2.4e-05,0,0
4.1313e+21,1,2.6e-05,2.6e-05,0,0
4.1311e+21,1,2.8e-05,2.8e-05,0,0
4.1309e+21,1,3e-05,3e-05,0,0
4.1307e+21,1,3.2e-05,3.2e-05,0,0
4.1305e+21,1,3.4e-05,3.4e-05,0,0
4.1303e+21,1,3.6e-05,3.6e-05,0,0
4.1301e+21,1,3.8e-05,3.8e-05,0,0
4.1299e+21,1,4e-05,4e-05,0,0
4.1297e+21,1,4.2e-05,4.2e-05,0,0
4.1295e+21,1,4.4e-05,4.4e-05,0,0
4.1293e+21,1,4.6e-05,4.6e-05,0,0
4.1291e+21,1,4.8e-05,4.8e-05,0,0
4.1289e+21,1,5e-05,5e-05,0,0
4.1287e+21,1,5.2e-05,5.2e-05,0,0
4.1285e+21,1,5.4e-05,5.4e-05,0,0
4.1283e+21,1,5.6e-05,5.6e-05,0,0
4.1281e+21,1,5.8e-05,5.8e-05,0,0
4.1279e+21,1,6e-05,6e-05,0,0
4.1277e+21,1,6.2e-05,6.2e-05,0,0
4.1275e+21,1,6.4e-05,6.4e-05,0,0
4.1273e+21,1,6.6e-05,6.6e-05,0,0
4.1271e+21,1,6.8e-05,6.8e-05,0,0
4.1269e+21,1,7e-05,7e-05,0,0
4.1267e+21,1,7.2e-05,7.2e-05,0,0
4.1265e+21,1,7.4e-05,7.4e-05,0,0
4.1263e+21,1,7.6e-05,7.6e-05,0,0
4.1261e+21,1,7.8e-05,7.8e-05,0,0
4.1259e+21,1,8e-05,8e-05,0,0
4.1257e+21,1,8.2e-05,8.2e-05,0,0
4.1255e+21,1,8.4e-05,8.4e-05,0,0
4.1253e+21,1,8.6e-05,8.6e-05,0,0
4.1251e+21,1,8.8e-05,8.8e-05,0,0
4.1249e+21,1,9e-05,9e-05,0,0
4.1247e+21,1,9.2e-05,9.2e-05,0,0
4.1245e+21,1,9.4e-05,9.4e-05,0,0
4.1243e+21,1,9.6e-05,9.6e-05,0,0
4.1241e+21,1,9.8e-05,9.8e-05,0,0
4.1239e+21,1,0.0001,0.0001,0,0
4.1237e+21,1,0.000102,0.000102,0,0
4.1235e+21,1,0.000104,0.000104,0,0
4.1233e+21,1,0.000106,0.000106,0,0
4.1231e+21,1,0.000108,0.000108,0,0
4.1229e+21,1,0.00011,0.00011,0,0
4.1227e+21,1,0.000112,0.000112,0,0
4.1225e+21,1,0.000114,0.000114,0,0
4.1223e+21,1,0.000116,0.000116,0,0
4.1221e+21,1,0.000118,0.000118,0,0
4.1219e+21,1,0.00012,0.00012,0,0
4.1217e+21,1,0.000122,0.000122,0,0
4.1215e+21,1,0.000124,0.000124,0,0
4.1213e+21,1,0.000126,0.000126,0,0
4.1211e+21,1,0.000128,0.000128,0,0
4.1209e+21,1,0.00013,0.00013,0,0
4.1207e+21,1,0.000132,0.000132,0,0
4.1205e+21,1,0.000134,0.000134,0,0
4.1203e+21,1,0.000136,0.000136,0,0
4.1201e+21,1,0.000138,0.000138,0,0
4.1199e+21,1,0.00014,0.00014,0,0
4.1197e+21,1,0.000142,0.000142,0,0
4.1195e+21,1,0.000144,0.000144,0,0
4.1193e+21,1,0.000146,0.000146,0,0
4.1192e+21,1,0.000148,0.000148,0,0
4.119e+21,1,0.00015,0.00015,0,0
4.1188e+21,1,0.000152,0.000152,0,0
4.1186e+21,1,0.000154,0.000154,0,0
4.1184e+21,1,0.000156,0.000156,0,0
4.1182e+21,1,0.000158,0.000158,0,0
4.118e+21,1,0.00016,0.00016,0,0
4.1178e+21,1,0.000162,0.000162,0,0
4.1176e+21,1,0.000164,0.000164,0,0
4.1174e+21,1,0.000166,0.000166,0,0
4.1172e+21,1,0.000168,0.000168,0,0
4.117e+21,1,0.00017,0.00017,0,0
4.1168e+21,1,0.000172,0.000172,0,0
4.1166e+21,1,0.000174,0.000174,0,0
4.1164e+21,1,0.000176,0.000176,0,0
4.1162e+21,1,0.000178,0.000178,0,0
4.116e+21,1,0.00018,0.00018,0,0
4.1158e+21,1,0.000182,0.000182,0,0
4.1156e+21,1,0.000184,0.000184,0,0
4.1154e+21,1,0.000186,0.000186,0,0
4.1152e+21,1,0.000188,0.000188,0,0
4.115e+21,1,0.00019,0.00019,0,0
4.1148e+21,1,0.000192,0.000192,0,0
4.1146e+21,1,0.000194,0.000194,0,0
4.1144e+21,1,0.000196,0.000196,0,0
4.1142e+21,1,0.000198,0.000198,0,0
4.114e+21,1,0.0002,0.0002,0,0
4.1138e+21,1,0.000202,0.000202,0,0
4.1136e+21,1,0.000204,0.000204,0,0
4.1134e+21,1,0.000206,0.000206,0,0
4.1132e+21,1,0.000208,0.000208,0,0
4.113e+21,1,0.00021,0.00021,0,0
4.1128e+21,1,0.000212,0.000212,0,0
4.1126e+21,1,0.000214,0.000214,0,0
4.1124e+21,1,0.000216,0.000216,0,0
4.1122e+21,1,0.000218,0.000218,0,0
4.112e+21,1,0.00022,0.00022,0,0
4.1118e+21,1,0.000222,0.000222,0,0
4.1117e+21,1,0.000224,0.000224,0,0
4.1115e+21,1,0.000226,0.000226,0,0
4.1113e+21,1,0.000228,0.000228,0,0
4.1111e+21,1,0.00023,0.00023,0,0
4.1109e+21,1,0.000232,0.000232,0,0
4.1107e+21,1,0.000234,0.000234,0,0
4.1105e+21,1,0.000236,0.000236,0,0
4.1103e+21,1,0.000238,0.000238,0,0
4.1101e+21,1,0.00024,0.00024,0,0
4.1099e+21,1,0.000242,0.000242,0,0
4.1097e+21,1,0.000244,0.000244,0,0
4.1095e+21,1,0.000246,0.000246,0,0
4.1093e+21,1,0.000248,0.000248,0,0
4.1091e+21,1,0.00025,0.00025,0,0
4.1089e+21,1,0.000252,0.000252,0,0
4.1087e+21,1,0.000254,0.000254,0,0
4.1085e+21,1,0.000256,0.000256,0,0
4.1083e+21,1,0.000258,0.000258,0,0
4.1081e+21,1,0.00026,0.00026,0,0
4.1079e+21,1,0.000262,0.000262,0,0
4.1077e+21,1,0.000264,0.000264,0,0
4.1075e+21,1,0.000266,0.000266,0,0
4.1073e+21,1,0.000268,0.000268,0,0
4.1071e+21,1,0.00027,0.00027,0,0
