"retention","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6.0185e+23,1,0,0,0,0
6.0159e+23,1,2e-06,2e-06,0,0
6.0132e+23,1,4e-06,4e-06,0,0
6.0106e+23,1,6e-06,6e-06,0,0
6.0079e+23,1,8e-06,8e-06,0,0
6.0052e+23,1,1e-05,1e-05,0,0
6.0025e+23,1,1.2e-05,1.2e-05,0,0
5.9997e+23,1,1.4e-05,1.4e-05,0,0
5.997e+23,1,1.6e-05,1.6e-05,0,0
5.9942e+23,1,1.8e-05,1.8e-05,0,0
5.9914e+23,1,2e-05,2e-05,0,0
5.9886e+23,1,2.2e-05,2.2e-05,0,0
5.9857e+23,1,2.4e-05,2.4e-05,0,0
5.9828e+23,1,2.6e-05,2.6e-05,0,0
5.9799e+23,1,2.8e-05,2.8e-05,0,0
5.977e+23,1,3e-05,3e-05,0,0
5.974e+23,1,3.2e-05,3.2e-05,0,0
5.971e+23,1,3.4e-05,3.4e-05,0,0
5.968e+23,1,3.6e-05,3.6e-05,0,0
5.965e+23,1,3.8e-05,3.8e-05,0,0
5.9619e+23,1,4e-05,4e-05,0,0
5.9588e+23,1,4.2e-05,4.2e-05,0,0
5.9557e+23,1,4.4e-05,4.4e-05,0,0
5.9525e+23,1,4.6e-05,4.6e-05,0,0
5.9493e+23,1,4.8e-05,4.8e-05,0,0
5.9461e+23,1,5e-05,5e-05,0,0
5.9429e+23,1,5.2e-05,5.2e-05,0,0
5.9396e+23,1,5.4e-05,5.4e-05,0,0
5.9363e+23,1,5.6e-05,5.6e-05,0,0
5.9329e+23,1,5.8e-05,5.8e-05,0,0
5.9295e+23,1,6e-05,6e-05,0,0
5.9261e+23,1,6.2e-05,6.2e-05,0,0
5.9227e+23,1,6.4e-05,6.4e-05,0,0
5.9192e+23,1,6.6e-05,6.6e-05,0,0
5.9156e+23,1,6.8e-05,6.8e-05,0,0
5.9121e+23,1,7e-05,7e-05,0,0
5.9085e+23,1,7.2e-05,7.2e-05,0,0
5.9048e+23,1,7.4e-05,7.4e-05,0,0
5.9011e+23,1,7.6e-05,7.6e-05,0,0
5.8974e+23,1,7.8e-05,7.8e-05,0,0
5.8936e+23,1,8e-05,8e-05,0,0
5.8898e+23,1,8.2e-05,8.2e-05,0,0
5.886e+23,1,8.4e-05,8.4e-05,0,0
5.8821e+23,1,8.6e-05,8.6e-05,0,0
5.8781e+23,1,8.8e-05,8.8e-05,0,0
5.8741e+23,1,9e-05,9e-05,0,0
5.8701e+23,1,9.2e-05,9.2e-05,0,0
5.866e+23,1,9.4e-05,9.4e-05,0,0
5.8618e+23,1,9.6e-05,9.6e-05,0,0
5.8576e+23,1,9.8e-05,9.8e-05,0,0
5.8534e+23,1,0.0001,0.0001,0,0
5.849e+23,1,0.000102,0.000102,0,0
5.8447e+23,1,0.000104,0.000104,0,0
5.8403e+23,1,0.000106,0.000106,0,0
5.8358e+23,1,0.000108,0.000108,0,0
5.8312e+23,1,0.00011,0.00011,0,0
5.8266e+23,1,0.000112,0.000112,0,0
5.822e+23,1,0.000114,0.000114,0,0
5.8172e+23,1,0.000116,0.000116,0,0
5.8124e+23,1,0.000118,0.000118,0,0
5.8076e+23,1,0.00012,0.00012,0,0
5.8027e+23,1,0.000122,0.000122,0,0
5.7976e+23,1,0.000124,0.000124,0,0
5.7926e+23,1,0.000126,0.000126,0,0
5.7874e+23,1,0.000128,0.000128,0,0
5.7822e+23,1,0.00013,0.00013,0,0
5.7769e+23,1,0.000132,0.000132,0,0
5.7715e+23,1,0.000134,0.000134,0,0
5.766e+23,1,0.000136,0.000136,0,0
5.7604e+23,1,0.000138,0.000138,0,0
5.7548e+23,1,0.00014,0.00014,0,0
5.7491e+23,1,0.000142,0.000142,0,0
5.7432e+23,1,0.000144,0.000144,0,0
5.7373e+23,1,0.000146,0.000146,0,0
5.7313e+23,1,0.000148,0.000148,0,0
5.7251e+23,1,0.00015,0.00015,0,0
5.7189e+23,1,0.000152,0.000152,0,0
5.7126e+23,1,0.000154,0.000154,0,0
5.7061e+23,1,0.000156,0.000156,0,0
5.6995e+23,1,0.000158,0.000158,0,0
5.6928e+23,1,0.00016,0.00016,0,0
5.686e+23,1,0.000162,0.000162,0,0
5.6791e+23,1,0.000164,0.000164,0,0
5.672e+23,1,0.000166,0.000166,0,0
5.6648e+23,1,0.000168,0.000168,0,0
5.6575e+23,1,0.00017,0.00017,0,0
5.65e+23,1,0.000172,0.000172,0,0
5.6424e+23,1,0.000174,0.000174,0,0
5.6346e+23,1,0.000176,0.000176,0,0
5.6267e+23,1,0.000178,0.000178,0,0
5.6186e+23,1,0.00018,0.00018,0,0
5.6103e+23,1,0.000182,0.000182,0,0
5.6019e+23,1,0.000184,0.000184,0,0
5.5933e+23,1,0.000186,0.000186,0,0
5.5845e+23,1,0.000188,0.000188,0,0
5.5755e+23,1,0.00019,0.00019,0,0
5.5663e+23,1,0.000192,0.000192,0,0
5.5569e+23,1,0.000194,0.000194,0,0
5.5472e+23,1,0.000196,0.000196,0,0
5.5374e+23,1,0.000198,0.000198,0,0
5.5273e+23,1,0.0002,0.0002,0,0
5.517e+23,1,0.000202,0.000202,0,0
5.5064e+23,1,0.000204,0.000204,0,0
5.4956e+23,1,0.000206,0.000206,0,0
5.4845e+23,1,0.000208,0.000208,0,0
5.4731e+23,1,0.00021,0.00021,0,0
5.4614e+23,1,0.000212,0.000212,0,0
5.4494e+23,1,0.000214,0.000214,0,0
5.4371e+23,1,0.000216,0.000216,0,0
5.4244e+23,1,0.000218,0.000218,0,0
5.4114e+23,1,0.00022,0.00022,0,0
5.398e+23,1,0.000222,0.000222,0,0
5.3843e+23,1,0.000224,0.000224,0,0
5.3701e+23,1,0.000226,0.000226,0,0
5.3555e+23,1,0.000228,0.000228,0,0
5.3405e+23,1,0.00023,0.00023,0,0
5.325e+23,1,0.000232,0.000232,0,0
5.309e+23,1,0.000234,0.000234,0,0
5.2924e+23,1,0.000236,0.000236,0,0
5.2753e+23,1,0.000238,0.000238,0,0
5.2577e+23,1,0.00024,0.00024,0,0
5.2394e+23,1,0.000242,0.000242,0,0
5.2205e+23,1,0.000244,0.000244,0,0
5.2009e+23,1,0.000246,0.000246,0,0
5.1805e+23,1,0.000248,0.000248,0,0
5.1594e+23,1,0.00025,0.00025,0,0
5.1374e+23,1,0.000252,0.000252,0,0
5.1146e+23,1,0.000254,0.000254,0,0
5.0908e+23,1,0.000256,0.000256,0,0
5.0659e+23,1,0.000258,0.000258,0,0
5.0399e+23,1,0.00026,0.00026,0,0
5.0127e+23,1,0.000262,0.000262,0,0
4.9843e+23,1,0.000264,0.000264,0,0
4.9544e+23,1,0.000266,0.000266,0,0
4.9229e+23,1,0.000268,0.000268,0,0
4.8897e+23,1,0.00027,0.00027,0,0
4.8546e+23,1,0.000272,0.000272,0,0
4.8175e+23,1,0.000274,0.000274,0,0
4.7781e+23,1,0.000276,0.000276,0,0
4.7359e+23,1,0.000278,0.000278,0,0
4.6907e+23,1,0.00028,0.00028,0,0
4.6423e+23,1,0.000282,0.000282,0,0
4.5902e+23,1,0.000284,0.000284,0,0
4.5336e+23,1,0.000286,0.000286,0,0
4.4713e+23,1,0.000288,0.000288,0,0
4.4031e+23,1,0.00029,0.00029,0,0
4.3277e+23,1,0.000292,0.000292,0,0
4.2438e+23,1,0.000294,0.000294,0,0
4.1494e+23,1,0.000296,0.000296,0,0
4.0408e+23,1,0.000298,0.000298,0,0
3.9163e+23,1,0.0003,0.0003,0,0
3.7724e+23,1,0.000302,0.000302,0,0
3.6049e+23,1,0.000304,0.000304,0,0
3.4084e+23,1,0.000306,0.000306,0,0
3.1733e+23,1,0.000308,0.000308,0,0
2.8995e+23,1,0.00031,0.00031,0,0
2.5865e+23,1,0.000312,0.000312,0,0
2.2393e+23,1,0.000314,0.000314,0,0
1.87e+23,1,0.000316,0.000316,0,0
1.5013e+23,1,0.000318,0.000318,0,0
1.1586e+23,1,0.00032,0.00032,0,0
8.6053e+22,1,0.000322,0.000322,0,0
6.1707e+22,1,0.000324,0.000324,0,0
4.2899e+22,1,0.000326,0.000326,0,0
2.9531e+22,1,0.000328,0.000328,0,0
2.0043e+22,1,0.00033,0.00033,0,0
1.3424e+22,1,0.000332,0.000332,0,0
8.8905e+21,1,0.000334,0.000334,0,0
5.8288e+21,1,0.000336,0.000336,0,0
3.8596e+21,1,0.000338,0.000338,0,0
2.5553e+21,1,0.00034,0.00034,0,0
1.6827e+21,1,0.000342,0.000342,0,0
1.1019e+21,1,0.000344,0.000344,0,0
7.1719e+20,1,0.000346,0.000346,0,0
4.7174e+20,1,0.000348,0.000348,0,0
3.1147e+20,1,0.00035,0.00035,0,0
2.0474e+20,1,0.000352,0.000352,0,0
1.3392e+20,1,0.000354,0.000354,0,0
8.7088e+19,1,0.000356,0.000356,0,0
5.7104e+19,1,0.000358,0.000358,0,0
3.7676e+19,1,0.00036,0.00036,0,0
2.4749e+19,1,0.000362,0.000362,0,0
1.6176e+19,1,0.000364,0.000364,0,0
1.0512e+19,1,0.000366,0.000366,0,0
6.8703e+18,1,0.000368,0.000368,0,0
4.5285e+18,1,0.00037,0.00037,0,0
2.9717e+18,1,0.000372,0.000372,0,0
1.9403e+18,1,0.000374,0.000374,0,0
1.2596e+18,1,0.000376,0.000376,0,0
8.2027e+17,1,0.000378,0.000378,0,0
5.3999e+17,1,0.00038,0.00038,0,0
3.5391e+17,1,0.000382,0.000382,0,0
2.3078e+17,1,0.000384,0.000384,0,0
1.4963e+17,1,0.000386,0.000386,0,0
9.7079e+16,1,0.000388,0.000388,0,0
6.382e+16,1,0.00039,0.00039,0,0
4.177e+16,1,0.000392,0.000392,0,0
2.7201e+16,1,0.000394,0.000394,0,0
1.7612e+16,1,0.000396,0.000396,0,0
1.1384e+16,1,0.000398,0.000398,0,0
7.4731e+15,1,0.0004,0.0004,0,0
4.8843e+15,1,0.000402,0.000402,0,0
3.1765e+15,1,0.000404,0.000404,0,0
2.054e+15,1,0.000406,0.000406,0,0
1.3225e+15,1,0.000408,0.000408,0,0
8.6702e+14,1,0.00041,0.00041,0,0
5.6591e+14,1,0.000412,0.000412,0,0
3.6755e+14,1,0.000414,0.000414,0,0
2.3736e+14,1,0.000416,0.000416,0,0
1.5229e+14,1,0.000418,0.000418,0,0
9.9688e+13,1,0.00042,0.00042,0,0
6.4984e+13,1,0.000422,0.000422,0,0
4.2154e+13,1,0.000424,0.000424,0,0
2.719e+13,1,0.000426,0.000426,0,0
1.7425e+13,1,0.000428,0.000428,0,0
1.1364e+13,1,0.00043,0.00043,0,0
7.3988e+12,1,0.000432,0.000432,0,0
4.7939e+12,1,0.000434,0.000434,0,0
3.0888e+12,1,0.000436,0.000436,0,0
1.9774e+12,1,0.000438,0.000438,0,0
1.2848e+12,1,0.00044,0.00044,0,0
8.3562e+11,1,0.000442,0.000442,0,0
5.4085e+11,1,0.000444,0.000444,0,0
3.4814e+11,1,0.000446,0.000446,0,0
2.2267e+11,1,0.000448,0.000448,0,0
1.4417e+11,1,0.00045,0.00045,0,0
9.3669e+10,1,0.000452,0.000452,0,0
6.057e+10,1,0.000454,0.000454,0,0
