"retention","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7.5309e+25,1,0,0,0,0
7.474e+25,1,2e-06,2e-06,0,0
7.4104e+25,1,4e-06,4e-06,0,0
7.3388e+25,1,6e-06,6e-06,0,0
7.2572e+25,1,8e-06,8e-06,0,0
7.1631e+25,1,1e-05,1e-05,0,0
7.053e+25,1,1.2e-05,1.2e-05,0,0
6.9221e+25,1,1.4e-05,1.4e-05,0,0
6.7636e+25,1,1.6e-05,1.6e-05,0,0
6.5674e+25,1,1.8e-05,1.8e-05,0,0
6.3184e+25,1,2e-05,2e-05,0,0
5.9931e+25,1,2.2e-05,2.2e-05,0,0
5.5523e+25,1,2.4e-05,2.4e-05,0,0
4.9205e+25,1,2.6e-05,2.6e-05,0,0
3.8637e+25,1,2.8e-05,2.8e-05,0,0
1.2953e+25,1,3e-05,3e-05,0,0
4.024e+23,1,3.2e-05,3.2e-05,0,0
7.4076e+21,1,3.4e-05,3.4e-05,0,0
1.3204e+20,1,3.6e-05,3.6e-05,0,0
2.2596e+18,1,3.8e-05,3.8e-05,0,0
3.9475e+16,1,4e-05,4e-05,0,0
2.0277e+15,1,4.2e-05,4.2e-05,0,0
7.03e+14,1,4.4e-05,4.4e-05,0,0
3.322e+14,1,4.6e-05,4.6e-05,0,0
1.5895e+14,1,4.8e-05,4.8e-05,0,0
7.6057e+13,1,5e-05,5e-05,0,0
3.6384e+13,1,5.2e-05,5.2e-05,0,0
1.7415e+13,1,5.4e-05,5.4e-05,0,0
8.3326e+12,1,5.6e-05,5.6e-05,0,0
3.9864e+12,1,5.8e-05,5.8e-05,0,0
1.908e+12,1,6e-05,6e-05,0,0
9.1285e+11,1,6.2e-05,6.2e-05,0,0
4.3671e+11,1,6.4e-05,6.4e-05,0,0
2.0891e+11,1,6.6e-05,6.6e-05,0,0
9.9733e+10,1,6.8e-05,6.8e-05,0,0
4.7275e+10,1,7e-05,7e-05,0,0
2.169e+10,1,7.2e-05,7.2e-05,0,0
8.4227e+09,1,7.4e-05,7.4e-05,0,0
4.5252e+09,1,7.6e-05,7.6e-05,0,0
3.9356e+09,1,7.8e-05,7.8e-05,0,0
3.3461e+09,1,8e-05,8e-05,0,0
2.7565e+09,1,8.2e-05,8.2e-05,0,0
2.1669e+09,1,8.4e-05,8.4e-05,0,0
1.5773e+09,1,8.6e-05,8.6e-05,0,0
9.8773e+08,1,8.8e-05,8.8e-05,0,0
3.9814e+08,1,9e-05,9e-05,0,0
-1.9144e+08,1,9.2e-05,9.2e-05,0,0
-7.8102e+08,1,9.4e-05,9.4e-05,0,0
-1.0227e+09,1,9.6e-05,9.6e-05,0,0
-8.9175e+08,1,9.8e-05,9.8e-05,0,0
-7.6077e+08,1,0.0001,0.0001,0,0
-6.2978e+08,1,0.000102,0.000102,0,0
-4.988e+08,1,0.000104,0.000104,0,0
-3.6782e+08,1,0.000106,0.000106,0,0
