t(s),Average T volume 1,Flux surface 1: solute,Flux surface 2: solute,Total solute volume 1,Total retention volume 1,Total 1 volume 1,Total 2 volume 1,Total 3 volume 1,Total 4 volume 1,Total 5 volume 1,Total 6 volume 1
1.0,370.0000000000001,-5.215687222878355e+19,1.7895744491778562e-222,540835072652587.8,2.2465612422562081e+18,631230673882772.0,8.016064215763476e+17,4.6786290532897645e+17,2.0051288389330336e+17,6.030943066641197e+17,1.7231265904692534e+17
1.9523809523809523,370.0000000000001,-5.321736157734207e+19,1.8484006436069994e-221,821772071382432.2,3.376145180189686e+18,930646379948391.1,1.1833659266036157e+18,6.906919848470248e+17,2.960111711925744e+17,9.366961948517324e+17,2.67627484243408e+17
2.8594104308390023,370.0000000000001,-5.3543031426330575e+19,6.970943687484844e-221,1040584368148040.5,4.1565402541487534e+18,1137322549204359.0,1.445506753094564e+18,8.436941526219841e+17,3.615835991482658e+17,1.1694494329517356e+18,3.341284094148525e+17
3.7232480293704784,370.0000000000001,-5.3687064601312575e+19,1.737543388195324e-220,1214663773037581.2,4.775346923511409e+18,1301569694060300.8,1.6536906290672886e+18,9.652032648170634e+17,4.1365898854763904e+17,1.353549405920626e+18,3.867284016916906e+17
4.630277507828528,370.0000000000001,-5.377583394605305e+19,4.532890671277609e-219,1370298718883004.0,5.34457242502329e+18,1452326717066490.0,1.845503689664981e+18,1.0771624617633586e+18,4.616415569126376e+17,1.5224549598582113e+18,4.3498713138815514e+17
5.582658460209481,370.0000000000001,-5.383917847962719e+19,3.107612508684636e-218,1515084048624775.8,5.881926348946746e+18,1594256820514949.5,2.026741874277747e+18,1.1829542579144294e+18,5.069809545557547e+17,1.6816643832563282e+18,4.8047553807334355e+17
6.582658460209481,370.0000000000001,-5.388810308225602e+19,1.1853598958329817e-217,1653045618231962.8,6.397218971508321e+18,1730102952296668.2,2.2006164102203904e+18,1.2844513540196508e+18,5.504797670949744e+17,1.8342242268020657e+18,5.240640648007088e+17
7.6326584602094805,370.0000000000001,-5.3927698849846624e+19,3.876449165789482e-217,1786423649510432.2,6.896696567143043e+18,1861632406587861.8,2.369192724775019e+18,1.3828580770199409e+18,5.926541342365811e+17,1.982045002820769e+18,5.6629857223463597e+17
8.73515846020948,370.0000000000001,-5.396074201187588e+19,5.136210905099676e-217,1916576779902282.8,7.384714110899425e+18,1990054519104058.0,2.533923479154556e+18,1.4790216857396134e+18,6.338671668014213e+17,2.1264406705925332e+18,6.075544773122948e+17
9.892783460209479,370.0000000000001,-5.398893053965964e+19,-1.073721021475587e-216,2044411344326319.0,7.864497166166131e+18,2116244872785160.5,2.6958882401343887e+18,1.573572025125974e+18,6.743887984171338e+17,2.268379124877729e+18,6.481083213937915e+17
