t(s),Average T volume 1,Flux surface 1: solute,Flux surface 2: solute,Total solute volume 1,Total retention volume 1,Total 1 volume 1,Total 2 volume 1,Total 3 volume 1,Total 4 volume 1,Total 5 volume 1,Total 6 volume 1
1.0,370.0000000000004,-5.339875477467259e+19,-6.362181606131039e-164,1213827655824898.2,1.0040219551450972e+18,1400537481589361.8,5.188487042052591e+17,1.8540626668587763e+17,7.416258475993954e+16,1.2105173293643291e+17,1.019383014201741e+17
1.9523809523809523,370.0000000000004,-5.387806659489833e+19,-9.496490852437299e-163,1858734617798029.8,1.503743860892461e+18,2071408763255879.0,7.68176135670712e+17,2.7450575950124858e+17,1.0980242276199168e+17,1.885502454848857e+17,1.5877915409256832e+17
2.8594104308390023,370.0000000000004,-5.402153595481298e+19,-7.441591209002955e-162,2355580645656931.0,1.8495369741799916e+18,2536110701060086.0,9.399835895962282e+17,3.35900075786152e+17,1.3436017541293549e+17,2.3581792567772634e+17,1.9858351636023258e+17
3.7232480293704784,370.0000000000004,-5.408484982321564e+19,-4.0704314703369304e-161,2749088434571569.0,2.1241696527392036e+18,2905743045063408.5,1.0765583548849722e+18,3.8470410530285805e+17,1.5388180791801286e+17,2.7325830028342464e+17,2.3011225287030122e+17
4.630277507828528,370.0000000000004,-5.412402690610493e+19,-2.497213294307976e-160,3100202552102921.0,2.3769980975188106e+18,3245066999286904.5,1.2024201549066015e+18,4.29682013524748e+17,1.7187299186096634e+17,3.076250195950252e+17,2.5905264808007722e+17
5.582658460209481,370.0000000000004,-5.4152067895383605e+19,-1.6630931257878183e-159,3426595596481226.5,2.615761250402814e+18,3564536375753117.5,1.3213494327216108e+18,4.72184549466469e+17,1.8887402729639165e+17,3.4002514485642566e+17,2.8633696408968458e+17
6.582658460209481,370.0000000000004,-5.417376370874968e+19,-1.158633897499537e-158,3737526535510364.0,2.8447658156239073e+18,3870324987556030.5,1.4354501654541755e+18,5.1296291277347814e+17,2.0518539391551917e+17,3.710751527769822e+17,3.124843391806865e+17
7.6326584602094805,370.0000000000004,-5.419133882385255e+19,-8.19458089016288e-158,4038066541582937.0,3.0667658741791667e+18,4166407706513383.5,1.5460763035873208e+18,5.525004528269747e+17,2.2100043131572445e+17,4.011628580519566e+17,3.378213541490933e+17
8.73515846020948,370.0000000000004,-5.420601236184751e+19,-5.775031563600106e-157,4331266687151223.0,3.2836875545747057e+18,4455501046826661.0,1.6541805306706322e+18,5.911373654034816e+17,2.364552177706592e+17,4.3055502248347283e+17,3.625726505124828e+17
9.892783460209479,370.0000000000004,-5.421853436388782e+19,-4.019089746333361e-156,4619203030475751.0,3.4969587816409626e+18,4739571454506464.0,1.76047150752878e+18,6.291267897762619e+17,2.5165100902439635e+17,4.5944752330578656e+17,3.86903177520754e+17
11.10828971020948,370.0000000000004,-5.4229403021612065e+19,-2.7548204817113797e-155,4903430003544533.0,3.707681938191253e+18,5020116084570780.0,1.8654970864605463e+18,6.666644654097503e+17,2.6666610092173117e+17,4.879909727688354e+17,4.1093976654227616e+17
12.38457127270948,370.0000000000004,-5.4238966410797425e+19,-1.8613644277805592e-154,5185176095757052.0,3.9167350040448184e+18,5298320152914081.0,1.9696938307674575e+18,7.03906388403665e+17,2.815628919637264e+17,5.163051296160751e+17,4.347832670452219e+17
13.72466691333448,370.0000000000004,-5.424747668461627e+19,-1.2430059010417898e-153,5465442616543797.0,4.1248355066553436e+18,5575150012157419.0,2.0734186259759153e+18,7.409800925145756e+17,2.9639239570970963e+17,5.4448777704857875e+17,4.5851602277786374e+17
15.13176733599073,370.0000000000004,-5.42551217711007e+19,-8.231034975762691e-153,5745064175304453.0,4.332583027256345e+18,5851412288292019.0,2.1769697637906173e+18,7.779921781505366e+17,3.111972523743567e+17,5.726205649447195e+17,4.82206791532516e+17
16.609222779779792,370.0000000000004,-5.426204507152977e+19,-5.423505167308419e-152,6024749971675821.0,4.540488484598421e+18,6127793795398486.0,2.280601479554179e+18,8.150335053861969e+17,3.260138060345326e+17,6.007730242077108e+17,5.0591412564872704e+17
18.160550995758307,370.0000000000004,-5.4268358225958584e+19,-3.5678645259724966e-151,6305113218453843.0,4.748994899242146e+18,6404889639920031.0,2.384534262708971e+18,8.521828775876236e+17,3.408735780802134e+17,6.290054109179922e+17,5.2968876708897197e+17
19.789445622535748,370.0000000000004,-5.427414966278567e+19,-2.3507167295890828e-150,6586692570020757.0,4.958492483322243e+18,6683223603786273.0,2.488962351232899e+18,8.895097191391437e+17,3.558043383060903e+17,6.573707717409434e+17,5.535753867293599e+17
21.499784980652063,370.0000000000004,-5.427949048687971e+19,-1.555615534085921e-149,6869968018335052.0,5.169329843902578e+18,6963263269211437.0,2.5940592972735585e+18,9.27076064091424e+17,3.7083090037149856e+17,6.85916476191131e+17,5.776138746874203e+17
23.29564130667419,370.0000000000004,-5.428443863458511e+19,-1.0366818800584375e-148,7155372896351204.0,5.381822459097635e+18,7245431459114022.0,2.69998217895566e+18,9.64938061112833e+17,3.8597572378151974e+17,7.146853750556536e+17,6.018403158365005e+17
25.18129044899743,370.0000000000004,-5.428904186902642e+19,-6.973536381142558e-148,7443303094016519.0,5.596259199028947e+18,7530115037588581.0,2.8068748413222267e+18,1.0031471315569833e+18,4.012593771144442e+17,7.437166910619105e+17,6.262877398417778e+17
27.16122204843683,370.0000000000004,-5.429333998052479e+19,-4.745147264842171e-147,7734124241979645.0,5.812907418385512e+18,7817671782144893.0,2.9148704277843487e+18,1.0417508740291148e+18,4.167008998486937e+17,7.730467140937705e+17,6.50986706605458e+17
29.240150227848197,370.0000000000004,-5.429736643042949e+19,-3.2724432473172387e-146,8028177388334594.0,6.032016987785479e+18,8108435823603616.0,3.024093384336497e+18,1.0807937805696878e+18,4.3231808883655315e+17,8.027093513080483e+17,6.759657695227534e+17
31.423024816230136,370.0000000000004,-5.430114959774318e+19,-2.2912835985933532e-145,8325783540836573.0,6.253823524844505e+18,8402722005792294.0,3.134661066089831e+18,1.1203178107439852e+18,4.481277279402638e+17,8.327365678842418e+17,7.012518466395566e+17
33.71504313403117,370.0000000000004,-5.4304713737408184e+19,-1.6313937676941598e-144,8627247343305463.0,6.478551013538361e+18,8700829419591297.0,3.246685039787606e+18,1.1603628571042934e+18,4.641457742171127e+17,8.631587442188178e+17,7.268705214476306e+17
36.12166236772226,370.0000000000004,-5.430807972603537e+19,-1.182875150997216e-143,8932860083066916.0,6.706413950299984e+18,9003044298124340.0,3.36027215108253e+18,1.2009671266003008e+18,4.803875104837723e+17,8.940049684939305e+17,7.528462892582612e+17
38.6486125630979,370.0000000000004,-5.431126564874034e+19,-8.745618870553154e-143,9242902175881080.0,6.937619119911385e+18,9309642412182564.0,3.475525407786577e+18,1.2421674562360305e+18,4.9686767157924006e+17,9.253032787058194e+17,7.792027610156516e+17
41.301910268242324,370.0000000000004,-5.4314287265681e+19,-6.601384141976228e-142,9557645238468972.0,7.172367078903396e+18,9620891070756988.0,3.5925447177135657e+18,1.2839995767730038e+18,5.1360054984625075e+17,9.570808647703213e+17,8.059628334910309e+17
44.08787285864397,370.0000000000004,-5.431715838644895e+19,-5.092700456819023e-141,9877353832658910.0,7.410853405750792e+18,9937050806674532.0,3.711427510583986e+18,1.3264983350099034e+18,5.306000840432746e+17,9.89364238800197e+17,8.331488326740947e+17
47.01313357856569,370.0000000000004,-5.431989117312071e+19,-4.019428172332664e-140,1.0202286945796068e+16,7.653269763584898e+18,1.0258376809059232e+16,3.8322692667171973e+18,1.3696978827591442e+18,5.478799349352696e+17,1.0221793797984362e+18,8.607826356199913e+17
50.08465733448351,370.0000000000004,-5.432249638752591e+19,-3.248475725973588e-139,1.0532699257697072e+16,7.899804811037463e+18,1.0585120150678306e+16,3.9551639702132316e+18,1.413631838846033e+18,5.6545355009346496e+17,1.0555518576298775e+18,8.8888577484648e+17
53.30975727819721,370.0000000000004,-5.432498359449865e+19,-2.6906372139907075e-138,1.0868842233674446e+16,8.150644989211576e+18,1.0917528847957636e+16,4.0802045005405215e+18,1.4583334291035402e+18,5.833342198933828e+17,1.0895069400929208e+18,9.174795284995793e+17
56.6961122190966,370.0000000000004,-5.432736133010023e+19,-2.2856990245296233e-137,1.1210965074906972e+16,8.405975206977626e+18,1.1255848783635454e+16,4.2074829735624806e+18,1.5038356083053535e+18,6.015351262881686e+17,1.1240696861226587e+18,9.465849988404236e+17
