t(s),Total solute volume 1,Total retention volume 1,Total 1 volume 1,Total 2 volume 1,Total 3 volume 1,Total 4 volume 1,Total 5 volume 1,Total 6 volume 1
0.1,754150452637629.0,754387960333235.2,237507695607.23587,0.0,0.0,0.0,0.0,0.0
0.21000000000000002,1158968326334008.5,1159333324995580.8,364998661569.68744,0.0,0.0,0.0,0.0,0.0
0.33100000000000007,1484885881128707.0,1485353522348529.8,467641219826.6234,0.0,0.0,0.0,0.0,0.0
0.46410000000000007,1776309971427403.2,1776869392035993.2,559420608587.3304,0.0,0.0,0.0,0.0,0.0
0.6105100000000001,2049815080787961.2,2050460637486650.5,645556698685.7577,0.0,0.0,0.0,0.0,0.0
0.7715610000000002,2313737159774445.0,2314465834539926.5,728674765476.8804,0.0,0.0,0.0,0.0,0.0
0.9487171000000002,2573030928530879.5,2573841263750304.5,810335219419.0613,0.0,0.0,0.0,0.0,0.0
1.1435888100000002,2830989841345611.0,2831881416628052.0,891575282438.82,0.0,0.0,0.0,0.0,0.0
1.3579476910000003,3089992526035883.5,3090965670099850.5,973144063958.1227,0.0,0.0,0.0,0.0,0.0
1.5937424601000005,3351873297072413.5,3352928916325472.5,1055619253058.547,0.0,0.0,0.0,0.0,0.0
1.8531167061100007,3618124692830944.5,3619264163731927.5,1139470900992.5093,0.0,0.0,0.0,0.0,0.0
2.138428376721001,3890016620110518.5,3891241719055250.0,1225098944734.3066,0.0,0.0,0.0,0.0,0.0
2.452271214393101,4168670654108687.0,4169983510715264.0,1312856606576.7908,0.0,0.0,0.0,0.0,0.0
2.7974983358324113,4455108660933750.0,4456511726640764.0,1403065707019.1165,0.0,0.0,0.0,0.0,0.0
3.1772481694156527,4750285955012644.0,4751781982119794.0,1496027107165.615,0.0,0.0,0.0,0.0,0.0
3.594972986357218,5055114747937897.0,5056706776031479.0,1592028093567.6365,0.0,0.0,0.0,0.0,0.0
4.05447028499294,5370481289451512.0,5372172637228027.0,1691347776504.0815,0.0,0.0,0.0,0.0,0.0
4.5599173134922335,5697258791017659.0,5699053052177710.0,1794261160055.402,0.0,0.0,0.0,0.0,0.0
5.115909044841457,6036317461750487.0,6038218504053254.0,1901042302759.6147,0.0,0.0,0.0,0.0,0.0
5.727499949325603,6388532528223535.0,6390544495066849.0,2011966843323.8384,0.0,0.0,0.0,0.0,0.0
6.400249944258164,6754790824663555.0,6756918138739655.0,2127314076101.233,0.0,0.0,0.0,0.0,0.0
7.140274938683981,7135996357670403.0,7138243726374022.0,2247368703611.076,0.0,0.0,0.0,0.0,0.0
7.95430243255238,7533075129949730.0,7535447552305447.0,2372422355696.762,0.0,0.0,0.0,0.0,0.0
8.84973267580762,7946979427073849.0,7949482202013409.0,2502774939572.946,0.0,0.0,0.0,0.0,0.0
9.834705943388382,8378691715360749.0,8381330451228161.0,2638735867400.5312,0.0,0.0,0.0,0.0,0.0
10.918176537727222,8829228257251376.0,8832008882446249.0,2780625194891.9263,0.0,0.0,0.0,0.0,0.0
12.109994191499945,9299642513294694.0,9302571287987390.0,2928774692711.38,0.0,0.0,0.0,0.0,0.0
13.42099361064994,9791028353938700.0,9794111882796666.0,3083528857976.0405,0.0,0.0,0.0,0.0,0.0
14.863092971714936,1.030452302859212e+16,1.030776827444141e+16,3245245849311.927,0.0,0.0,0.0,0.0,0.0
16.44940226888643,1.084130970062391e+16,1.0844723998909126e+16,3414298285207.334,0.0,0.0,0.0,0.0,0.0
18.194342495775075,1.1402619108848326e+16,1.1406210182615568e+16,3591073767264.351,0.0,0.0,0.0,0.0,0.0
20.113776745352585,1.1989729507367786e+16,1.1993505482229014e+16,3775974861244.034,0.0,0.0,0.0,0.0,0.0
22.225154419887843,1.2603963430604098e+16,1.2607932848682332e+16,3969418078252.672,0.0,0.0,0.0,0.0,0.0
24.54766986187663,1.3246679041434774e+16,1.3250850872584754e+16,4171831149961.198,0.0,0.0,0.0,0.0,0.0
27.102436848064297,1.3919252943580086e+16,1.392363659119571e+16,4383647615625.292,0.0,0.0,0.0,0.0,0.0
29.91268053287073,1.4623050574227692e+16,1.4627655871725414e+16,4605297497699.908,0.0,0.0,0.0,0.0,0.0
33.003948586157804,1.5359379925401856e+16,1.5364217118128976e+16,4837192727109.604,0.0,0.0,0.0,0.0,0.0
36.40434344477359,1.612942468236409e+16,1.613450438845034e+16,5079706086245.359,0.0,0.0,0.0,0.0,0.0
40.14477778925095,1.693415414660651e+16,1.6939487289447132e+16,5333142840644.599,0.0,0.0,0.0,0.0,0.0
44.25925556817605,1.7774209580975286e+16,1.7779807285918464e+16,5597704943188.259,0.0,0.0,0.0,0.0,0.0
48.78518112499366,1.8649769678793612e+16,1.865564312746726e+16,5873448673614.603,0.0,0.0,0.0,0.0,0.0
53.763699237493036,1.956040128476388e+16,1.9566561522377884e+16,6160237613980.345,0.0,0.0,0.0,0.0,0.0
59.240069161242346,2.050490470519159e+16,2.0511362399130704e+16,6457693939077.558,0.0,0.0,0.0,0.0,0.0
65.26407607736658,2.148116536897673e+16,2.148793052067435e+16,6765151697636.544,0.0,0.0,0.0,0.0,0.0
71.89048368510325,2.2486024834743064e+16,2.249310645093116e+16,7081616188115.671,0.0,0.0,0.0,0.0,0.0
79.17953205361358,2.3515184054973456e+16,2.3522589788466784e+16,7405733493324.307,0.0,0.0,0.0,0.0,0.0
87.19748525897495,2.4563150568222064e+16,2.4570886342071496e+16,7735773849495.972,0.0,0.0,0.0,0.0,0.0
96.01723378487245,2.562323926458961e+16,2.563130889647707e+16,8069631887406.02,0.0,0.0,0.0,0.0,0.0
105.7189571633597,2.668763397206537e+16,2.66960388180934e+16,8404846028048.77,0.0,0.0,0.0,0.0,0.0
116.39085287969569,2.774751462453991e+16,2.7756253263072132e+16,8738638532210.281,0.0,0.0,0.0,0.0,0.0
128.12993816766527,2.879325222301182e+16,2.8802320199912224e+16,9067976900415.93,0.0,0.0,0.0,0.0,0.0
